Ticker,Date,StockPrice,BookValuePerShare,PB
AVGO,2023-01-01,71.5525,,12.985
AVGO,2024-01-01,142.81,,9.7775
AVGO,2025-01-01,238.62,,16.113333333333333
TSLA,2010-01-01,1.5766666666666669,,6.756666666666667
TSLA,2011-01-01,1.83,,11.615
TSLA,2012-01-01,2.195,,-0.3725000000000005
TSLA,2013-01-01,8.1525,,29.087500000000002
TSLA,2014-01-01,15.2275,,30.5425
TSLA,2015-01-01,15.754999999999999,,32.5875
TSLA,2016-01-01,14.33,,15.447500000000002
TSLA,2017-01-01,21.54,,9.3875
TSLA,2018-01-01,20.11,,9.86
TSLA,2019-01-01,19.377499999999998,,7.855
TSLA,2020-01-01,121.285,,20.4575
TSLA,2021-01-01,264.99,,29.04
TSLA,2022-01-01,243.025,,19.982499999999998
TSLA,2023-01-01,241.9825,,14.1575
TSLA,2024-01-01,259.78499999999997,,11.885
TSLA,2025-01-01,299.6333333333334,,12.503333333333336
TSM,2010-01-01,7.3075,,0.0
TSM,2011-01-01,8.7275,,0.0
TSM,2012-01-01,11.315,,2.5675
TSM,2013-01-01,13.0225,,2.5524999999999998
TSM,2014-01-01,15.955,,2.6950000000000003
TSM,2015-01-01,17.509999999999998,,2.5125
TSM,2016-01-01,22.47,,2.945
TSM,2017-01-01,29.9325,,2.5475000000000003
TSM,2018-01-01,34.375,,3.3875
TSM,2019-01-01,40.99,,4.0225
TSM,2020-01-01,67.77,,5.77
TSM,2021-01-01,109.855,,7.800000000000001
TSM,2022-01-01,78.2525,,4.6325
TSM,2023-01-01,93.4975,,4.555
TSM,2024-01-01,168.22,,7.105
TSM,2025-01-01,204.01,,7.5649999999999995
BRK.B,2010-01-01,80.9375,,0.5275000000000001
BRK.B,2011-01-01,77.09,,0.4925
BRK.B,2012-01-01,85.595,,0.5075000000000001
BRK.B,2013-01-01,112.0475,,0.6125
BRK.B,2014-01-01,134.95499999999998,,0.6825
BRK.B,2015-01-01,135.7175,,0.6725
BRK.B,2016-01-01,148.53,,0.6975
BRK.B,2017-01-01,179.3975,,0.755
BRK.B,2018-01-01,201.10500000000002,,0.755
BRK.B,2019-01-01,212.14499999999998,,0.7375
BRK.B,2020-01-01,201.5375,,0.675
BRK.B,2021-01-01,276.3325,,0.7525
BRK.B,2022-01-01,300.4625,,0.8075
BRK.B,2023-01-01,339.1825,,0.8175
BRK.B,2024-01-01,435.215,,0.935
BRK.B,2025-01-01,493.27333333333337,,1.0066666666666666
WMT,2010-01-01,12.8575,,2.0625
WMT,2011-01-01,13.675,,2.0125
WMT,2012-01-01,17.1875,,2.3025
WMT,2013-01-01,19.7275,,2.485
WMT,2014-01-01,20.3375,,2.4175
WMT,2015-01-01,20.0025,,2.3375
WMT,2016-01-01,19.485,,2.27
WMT,2017-01-01,22.4425,,2.5775
WMT,2018-01-01,28.572499999999998,,3.2199999999999998
