Ticker,Year,MarketCap
BLK,2023,102068636120.073
BA,2010,39474514506.37406
BA,2011,42615850558.02443
BA,2012,45866139981.32404
BA,2013,66157788826.211685
BA,2014,83957711224.25531
BA,2015,96180486231.4199
BA,2016,91955713211.72374
BA,2017,153535550747.31323
BA,2018,250957652566.7148
BA,2019,271290489043.84525
BA,2020,148866728058.45728
BA,2021,169788051080.51288
BA,2022,125658700640.86629
BA,2023,160360063734.1276
TMO,2010,17858141329.857903
TMO,2011,19798852411.481647
TMO,2012,20215005643.990295
TMO,2013,31453894040.67739
TMO,2014,43768270219.23404
TMO,2015,47935356730.07141
TMO,2016,53731178695.9811
TMO,2017,64119863433.356415
TMO,2018,82234755733.27563
TMO,2019,103692808909.62242
TMO,2020,143132758516.89587
TMO,2021,198591198847.94495
TMO,2022,207251354978.4169
TMO,2023,198850759873.76318
SPGI,2010,7852155203.544526
SPGI,2011,10014298181.85322
SPGI,2012,12318797569.909668
SPGI,2013,15913643375.287737
SPGI,2014,22350644051.3187
SPGI,2015,27390098411.487396
SPGI,2016,30556102296.753532
SPGI,2017,41115857189.33653
SPGI,2018,55116034481.45285
SPGI,2019,67025788161.70465
SPGI,2020,92722821008.49982
SPGI,2021,118938592803.2527
SPGI,2022,107865850347.21953
SPGI,2023,113085097592.67578
TXN,2010,16102102627.972242
TXN,2011,19661609992.282276
TXN,2012,19073007264.713657
TXN,2013,24535556464.9068
TXN,2014,31774678852.629574
TXN,2015,37130471276.50758
TXN,2016,44621746521.57273
TXN,2017,61165836232.56382
TXN,2018,78761148929.90887
TXN,2019,88358944834.3068
TXN,2020,103915822308.9511
TXN,2021,150024079654.57025
TXN,2022,140282207742.5566
TXN,2023,143244405908.00983
ISRG,2010,12466796060.176174
ISRG,2011,14602655158.85761
ISRG,2012,20663630316.886158
ISRG,2013,17920366012.184677
ISRG,2014,17631028592.963783
ISRG,2015,20194959410.6038
ISRG,2016,25344258511.449856
ISRG,2017,36706139631.92738
ISRG,2018,57321370760.23204
ISRG,2019,63571480015.36275
ISRG,2020,74969667681.72769
ISRG,2021,108868442733.15646
ISRG,2022,88212333021.28467
ISRG,2023,103940790969.79797
C,2010,55072403492.87226
C,2011,51344769583.28789
C,2012,44290729970.868385
C,2013,66481960541.50726
C,2014,69207225639.53474
C,2015,73583380254.2528
C,2016,64440665217.69859
C,2017,92406498737.46138
C,2018,99382990435.29247
C,2019,99692971211.268
C,2020,81498611647.70268
C,2021,109183131806.75354
C,2022,83967636381.98978
C,2023,78141958330.0939
MUFG,2010,52311977306.2808
MUFG,2011,49490571669.72622
MUFG,2012,49408779047.63204
MUFG,2013,65434792829.29629
MUFG,2014,60635353230.07175
MUFG,2015,69253365075.2135
MUFG,2016,53550703883.88582
MUFG,2017,68573451234.47853
MUFG,2018,66548094321.649124
MUFG,2019,53122331719.29487
MUFG,2020,45730046018.31845
MUFG,2021,59417310033.183014
MUFG,2022,60556166172.67169
MUFG,2023,81583617034.86166
PDD,2018,30224740268.183506
PDD,2019,39997344480.743324
PDD,2020,107691117441.5772
PDD,2021,167639995212.8922
PDD,2022,80302024269.27403
PDD,2023,130214561092.75832
QCOM,2010,30435165113.48633
QCOM,2011,40442190500.185265
QCOM,2012,46312454446.67686
QCOM,2013,51286161586.47628
QCOM,2014,60011722527.67997
QCOM,2015,50660526331.64007
QCOM,2016,48144496253.27302
QCOM,2017,49367924763.83978
QCOM,2018,55404229888.84857
QCOM,2019,67355851916.31641
QCOM,2020,99159936378.07716
QCOM,2021,143701454321.34766
QCOM,2022,140163022445.93735
QCOM,2023,123559224373.15565
SONY,2010,34560377962.1829
SONY,2011,27609424875.34537
SONY,2012,15775640083.658083
SONY,2013,20355058306.522964
SONY,2014,20330498214.27698
SONY,2015,30745885386.49687
SONY,2016,31869355147.42985
SONY,2017,42444628803.062805
SONY,2018,59030724567.95381
SONY,2019,62088583695.19985
SONY,2020,85930507069.93176
SONY,2021,125943428632.66595
SONY,2022,103270877494.92973
SONY,2023,104833483553.82684
AMGN,2010,20754880020.005436
AMGN,2011,20919275045.96448
AMGN,2012,29036827881.17821
AMGN,2013,40260018017.66682
AMGN,2014,51738642544.24862
AMGN,2015,63599045736.40726
AMGN,2016,64217243732.61215
AMGN,2017,72195646445.73462
AMGN,2018,81837668022.34818
AMGN,2019,87736697370.15883
AMGN,2020,106618120761.90535
AMGN,2021,109621122946.68285
AMGN,2022,120627669634.4779
AMGN,2023,126406064006.29482
BSX,2010,9998049428.533684
BSX,2011,9768730962.461407
BSX,2012,8445323117.575406
BSX,2013,14230209713.673786
BSX,2014,19074297527.137066
BSX,2015,25463932903.74266
BSX,2016,31501593635.268044
BSX,2017,39299080179.454216
BSX,2018,47660991108.793106
BSX,2019,59637674555.44327
BSX,2020,55426411331.76495
BSX,2021,61622043582.11544
BSX,2022,62021687134.911606
BSX,2023,76026518812.15234
ACN,2010,19633897800.196297
ACN,2011,26349383083.689106
ACN,2012,30457446149.496517
ACN,2013,37907360670.87564
ACN,2014,41801330312.19861
ACN,2015,51302244013.17794
ACN,2016,60616070207.89994
ACN,2017,70772801072.90628
ACN,2018,89096887967.11884
ACN,2019,103064810529.82188
ACN,2020,122694716135.97958
ACN,2021,180772876177.73135
ACN,2022,177702932993.0262
ACN,2023,180422115341.80118
UL,2010,42691909910.31465
UL,2011,48458245315.217514
UL,2012,55015456860.336914
UL,2013,66658277154.221306
UL,2014,72069693351.13527
UL,2015,75815426477.35597
UL,2016,80369559145.36249
UL,2017,98988464730.0544
UL,2018,105697055876.21194
UL,2019,117370447381.73712
UL,2020,117640827323.44676
UL,2021,119779855591.66318
UL,2022,104223787168.33836
UL,2023,115982803357.82227
NEE,2010,17147109764.109606
NEE,2011,19295809740.828094
NEE,2012,23769205557.35294
NEE,2013,29910118443.717957
NEE,2014,37268977526.993355
NEE,2015,40783167084.42235
NEE,2016,49048025503.352715
NEE,2017,59545648709.337425
NEE,2018,71710328777.77042
NEE,2019,92504135156.6662
NEE,2020,121391402903.24849
NEE,2021,148708964125.90506
NEE,2022,152512867918.23163
NEE,2023,134937900232.49525
APP,2021,23732646774.791424
APP,2022,11366255485.586857
APP,2023,8365207335.960495
TJX,2010,9870999218.222734
TJX,2011,12486938434.465673
TJX,2012,19354400025.92594
TJX,2013,24737465548.17088
TJX,2014,28489831175.762466
TJX,2015,33463124174.919243
TJX,2016,37189915753.27325
TJX,2017,36892207827.8255
TJX,2018,47024160494.589226
TJX,2019,55852606349.20746
TJX,2020,57949426558.69984
TJX,2021,72049364345.29521
TJX,2022,70512344547.80624
TJX,2023,91071658150.12932
AMAT,2010,7910772432.177637
AMAT,2011,8416068823.295587
AMAT,2012,7566138135.740645
AMAT,2013,10408006836.353481
AMAT,2014,14568241895.023508
AMAT,2015,13894674116.401592
AMAT,2016,17912343293.413883
AMAT,2017,32631430151.209732
AMAT,2018,34336323660.410385
AMAT,2019,34966798899.15858
AMAT,2020,47458403802.9455
AMAT,2021,101935827412.73169
AMAT,2022,85696410670.57072
AMAT,2023,104654705680.01305
SYK,2010,16450451676.966576
SYK,2011,17514634052.8462
SYK,2012,17414299308.760338
SYK,2013,22417449085.05658
SYK,2014,27863687993.549656
SYK,2015,32559348903.140656
SYK,2016,38197291491.562874
SYK,2017,48962756296.35813
SYK,2018,59078774860.73005
SYK,2019,71086010254.57512
SYK,2020,72563784237.261
SYK,2021,93962576508.23418
SYK,2022,86062981570.9526
SYK,2023,105065682524.4181
PGR,2010,7095613940.899938
PGR,2011,7664286770.552473
PGR,2012,8449144796.832196
PGR,2013,10713568142.359026
PGR,2014,11154403872.19629
PGR,2015,13311252915.713135
PGR,2016,15423731875.394548
PGR,2017,21447545671.7828
PGR,2018,30616531989.785156
PGR,2019,37900173243.821396
PGR,2020,45078023133.2357
PGR,2021,53132348796.10889
PGR,2022,66668938267.26875
PGR,2023,79888264689.5212
ARM,2023,61405869060.530914
ADBE,2010,13240090012.200674
ADBE,2011,12778974547.004702
ADBE,2012,13858647933.540344
ADBE,2013,19854007639.439903
ADBE,2014,28613586189.27002
ADBE,2015,34346548165.63924
ADBE,2016,41285281762.441
ADBE,2017,61083160814.01931
ADBE,2018,99702886286.82292
ADBE,2019,118488739459.48282
ADBE,2020,176455010862.97922
ADBE,2021,237812311102.29492
ADBE,2022,168034745957.25983
ADBE,2023,197506145544.36035
DHR,2010,11639731949.942387
DHR,2011,14204252855.433159
DHR,2012,15464440863.44106
DHR,2013,19198782164.542747
DHR,2014,22626583769.637375
DHR,2015,25864929347.94208
DHR,2016,37840506725.84625
DHR,2017,52502060250.41436
DHR,2018,62178741949.07892
DHR,2019,82564787666.74231
DHR,2020,115339340132.21817
DHR,2021,171488830457.90057
DHR,2022,168954682839.92465
DHR,2023,155039633341.1456
SPOT,2018,33137117419.509487
SPOT,2019,28444717466.786583
SPOT,2020,44057997097.47797
SPOT,2021,53974589350.25775
SPOT,2022,24186973887.837505
SPOT,2023,30190949715.23584
ETN,2010,10339287755.325861
ETN,2011,12992346731.302473
ETN,2012,13169750150.379944
ETN,2013,18918566116.416264
ETN,2014,21135060495.063236
ETN,2015,19246413776.397705
ETN,2016,19665623572.07253
ETN,2017,24733161670.069298
ETN,2018,26712012637.532757
ETN,2019,28331618601.55681
ETN,2020,34252026960.66996
ETN,2021,54525030913.52251
ETN,2022,54674987198.69666
ETN,2023,73841324531.64062
PFE,2010,48985722313.67574
PFE,2011,59472633082.60824
PFE,2012,73606247932.5686
PFE,2013,95234648475.94766
PFE,2014,102917880141.62355
PFE,2015,118423997867.30875
PFE,2016,119454177955.91391
PFE,2017,128837921797.96338
PFE,2018,153700047556.392
PFE,2019,162163743990.9424
PFE,2020,155646185616.02194
PFE,2021,195614526586.9279
PFE,2022,238692611624.83893
PFE,2023,183166424951.03693
HON,2010,19360087847.78171
HON,2011,24253379673.540577
HON,2012,27238740399.371647
HON,2013,37485544649.87884
HON,2014,45279090617.24687
HON,2015,50303003963.972885
HON,2016,56372394760.46181
HON,2017,69574532608.5731
HON,2018,80092861612.04462
HON,2019,92586647719.25656
HON,2020,93962247741.81287
HON,2021,127534609658.62863
HON,2022,115372508586.2448
HON,2023,118927318914.2526
DE,2010,13112171010.12352
DE,2011,16945803678.950985
DE,2012,17064528533.191687
DE,2013,18538029534.136562
DE,2014,19376918519.715137
DE,2015,19543148313.135338
DE,2016,19645649755.62066
DE,2017,29292597977.610077
DE,2018,36499254881.9051
DE,2019,40235305101.712425
DE,2020,47268815480.11535
DE,2021,89930019831.75592
DE,2022,97320558758.03735
DE,2023,104179467079.54456
GILD,2010,17199922335.9921
GILD,2011,17487862852.466953
GILD,2012,24755474432.569866
GILD,2013,49107367812.189545
GILD,2014,78468430657.09666
GILD,2015,93640362072.92235
GILD,2016,74734536992.53319
GILD,2017,66464012219.652084
GILD,2018,69768832239.98967
GILD,2019,64284229856.118996
GILD,2020,69908057149.8869
GILD,2021,71735154550.67734
GILD,2022,74359092281.18541
GILD,2023,91442020242.82541
SAN,2010,78597460898.25302
SAN,2011,67750156958.348564
SAN,2012,53957744712.71796
SAN,2013,67105444990.43422
SAN,2014,89568851815.51082
SAN,2015,67385969409.05337
SAN,2016,48068383661.0915
SAN,2017,71427889772.41617
SAN,2018,67131427128.38377
SAN,2019,54059380442.00829
SAN,2020,33596151974.972775
SAN,2021,46069962905.46124
SAN,2022,38602918703.665276
SAN,2023,50615102013.03106
TTE,2010,47907677133.458145
TTE,2011,51560767628.863266
TTE,2012,50401652414.629456
TTE,2013,58101511698.87588
TTE,2014,72538152689.61792
TTE,2015,59822398327.96809
TTE,2016,60116876317.624504
TTE,2017,70452274452.63675
TTE,2018,84836883322.76233
TTE,2019,80301879908.10608
TTE,2020,63204945319.89247
TTE,2021,80399757776.64749
TTE,2022,98463485530.3619
TTE,2023,122921766609.64848
LOW,2010,9777030888.33213
LOW,2011,10174655706.493082
LOW,2012,13078148946.258856
LOW,2013,19445617272.77275
LOW,2014,23553367988.055107
LOW,2015,33285989816.535866
LOW,2016,35073791798.42455
LOW,2017,38246890338.04452
LOW,2018,47338774656.4621
LOW,2019,53252786008.06434
LOW,2020,69070912606.3685
LOW,2021,104372609506.51385
LOW,2022,107452721516.09448
LOW,2023,112605750345.7598
COF,2010,20415647055.263103
COF,2011,24123291539.975433
COF,2012,27737176557.832558
COF,2013,32714442424.887833
COF,2014,41162989604.78939
COF,2015,42514894422.01572
COF,2016,38803717579.726715
COF,2017,47780847572.99589
COF,2018,53420464013.33348
COF,2019,51467020720.87022
COF,2020,44198799904.34566
COF,2021,87201241859.28778
COF,2022,71296863244.08739
COF,2023,64894073117.31183
APH,2010,6084220220.088338
APH,2011,6722778562.477783
APH,2012,7798874854.627436
APH,2013,10479519371.30518
APH,2014,13303062152.829224
APH,2015,15278704830.490072
APH,2016,16591982451.083677
APH,2017,21812494189.17725
APH,2018,25350415434.03958
APH,2019,27357102780.779583
APH,2020,30065120494.64331
APH,2021,42163208749.324684
APH,2022,43760851630.79466
APH,2023,49627309849.61181
UNP,2010,16433175624.364218
UNP,2011,21179615275.28127
UNP,2012,26056386517.126465
UNP,2013,34373657199.98678
UNP,2014,47020223398.48836
UNP,2015,47059699455.56641
UNP,2016,43037419196.4976
UNP,2017,55179081948.400246
UNP,2018,72811171263.52986
UNP,2019,87233259257.253
UNP,2020,94536798285.15817
UNP,2021,119932184140.01465
UNP,2022,125052413262.18564
UNP,2023,118860484572.02638
BHP,2010,74350408019.16997
BHP,2011,86104037912.96178
BHP,2012,72950427082.52553
BHP,2013,73036640265.32596
BHP,2014,71592719570.12512
BHP,2015,47865540005.98988
BHP,2016,38029655444.562935
BHP,2017,51971317569.57327
BHP,2018,66028607932.82929
BHP,2019,78897462696.36037
BHP,2020,80487386205.77588
BHP,2021,114607451005.98132
BHP,2022,122820211517.72235
BHP,2023,139787080935.6942
KKR,2010,5921202267.774396
KKR,2011,7845998127.137977
KKR,2012,7906571661.989694
KKR,2013,12407485501.59026
KKR,2014,15318583252.578547
KKR,2015,15109575307.694546
KKR,2016,10672814153.81335
KKR,2017,14843880691.84939
KKR,2018,19164296160.238262
KKR,2019,21206194904.019444
KKR,2020,27277090284.748432
KKR,2021,51077112001.83247
KKR,2022,46535122103.83261
KKR,2023,51532619797.083534
LRCX,2010,4370908827.521976
LRCX,2011,4880948872.141438
LRCX,2012,4080331388.4921484
LRCX,2013,5090718421.325748
LRCX,2014,7119732582.441033
LRCX,2015,8384535392.45695
LRCX,2016,9633985862.791567
LRCX,2017,17614709032.10986
LRCX,2018,20150377829.28284
LRCX,2019,24484327940.518097
LRCX,2020,39732917112.94812
LRCX,2021,73041608996.15607
LRCX,2022,58698908248.05452
LRCX,2023,74335964209.08838
TD,2010,33032724616.696495
TD,2011,38385757201.143906
TD,2012,40827399330.18311
TD,2013,44630279261.57997
TD,2014,52813383578.53117
TD,2015,47373265753.52624
TD,2016,50721573000.929695
TD,2017,63559667064.22236
TD,2018,72371472104.36938
TD,2019,73605792067.95467
TD,2020,65321630538.10994
TD,2021,96838973045.15294
TD,2022,104599231721.5051
TD,2023,95756973973.23486
MU,2010,9443577308.841797
MU,2011,8905680377.165619
MU,2012,7264849248.168381
MU,2013,14643274386.280502
MU,2014,31917128731.672913
MU,2015,24403534573.716614
MU,2016,15479723404.21103
MU,2017,35115952719.95894
MU,2018,52027806071.23437
MU,2019,46441771937.09235
MU,2020,56818389614.3831
MU,2021,88064569199.60988
MU,2022,72868741953.16219
MU,2023,73179426677.1771
UBS,2010,34459817231.736
UBS,2011,34789951256.38997
UBS,2012,28476096510.97542
UBS,2013,39901754017.08744
UBS,2014,41468029033.96333
UBS,2015,44169803942.64179
UBS,2016,35082399921.61341
UBS,2017,40790862059.868095
UBS,2018,39794136185.426186
UBS,2019,30687440126.018337
UBS,2020,31531075043.49363
UBS,2021,45809782807.83678
UBS,2022,50160300356.44771
UBS,2023,67376750227.50678
ADP,2010,10655349669.838877
ADP,2011,13108175287.174099
ADP,2012,14831866442.962786
ADP,2013,19018538588.73031
ADP,2014,23082764915.45507
ADP,2015,27500849097.66407
ADP,2016,29757490545.993984
ADP,2017,36311074295.19481
ADP,2018,45968737210.82772
ADP,2019,56967572939.76823
ADP,2020,55454791274.49635
ADP,2021,74705037577.99432
ADP,2022,86872939671.52475
ADP,2023,88947260106.97806
BTI,2010,31498337052.57928
BTI,2011,41033460982.05183
BTI,2012,50147579956.25019
BTI,2013,55013459945.14019
BTI,2014,60914359722.26692
BTI,2015,62761284219.89771
BTI,2016,68861254385.18321
BTI,2017,78951575849.52065
BTI,2018,64389341072.7101
BTI,2019,50198795427.661026
BTI,2020,54403730705.23524
BTI,2021,58704091277.96129
BTI,2022,69730556174.85638
BTI,2023,61750528678.19198
KLAC,2010,2474130044.326793
KLAC,2011,3337724275.6417365
KLAC,2012,3947485729.204918
KLAC,2013,4762419708.8918
KLAC,2014,6124706681.474928
KLAC,2015,6492997409.899152
KLAC,2016,8119883161.82627
KLAC,2017,11283399729.35337
KLAC,2018,12545305646.96597
KLAC,2019,16278085174.346893
KLAC,2020,23840074822.017445
KLAC,2021,42509491180.97335
KLAC,2022,44973638143.73481
KLAC,2023,58843513227.42505
BUD,2010,65683913284.37282
BUD,2011,71217741860.65828
BUD,2012,97671091780.16512
BUD,2013,126141002908.2817
BUD,2014,146309518373.02936
BUD,2015,166787175508.63632
BUD,2016,173194482372.53827
BUD,2017,169620810262.89233
BUD,2018,147686560091.22745
BUD,2019,135386622208.899
BUD,2020,93297881451.05194
BUD,2021,105534207480.4391
BUD,2022,91982344331.00276
BUD,2023,98734358480.27274
MELI,2010,2795651974.101494
MELI,2011,3708760828.5365605
MELI,2012,4124989973.246845
MELI,2013,5435180347.823746
MELI,2014,5199052985.904875
MELI,2015,6222679992.161711
MELI,2016,7138931248.228721
MELI,2017,12520915895.969551
MELI,2018,17014766464.676693
MELI,2019,26879725261.67748
MELI,2020,49129014883.78426
MELI,2021,79817710880.31374
MELI,2022,46983973001.62261
MELI,2023,64469659132.55664
IBN,2010,24117913824.05332
IBN,2011,23639656643.245922
IBN,2012,20634118957.65214
IBN,2013,22778137626.70335
IBN,2014,28800926081.15643
IBN,2015,29942047456.506508
IBN,2016,22551432874.54169
IBN,2017,29652030525.79074
IBN,2018,31849721805.787228
IBN,2019,41130777745.814606
IBN,2020,38806949518.48584
IBN,2021,62341146538.896774
IBN,2022,71818892246.93703
IBN,2023,79297152924.48598
CMCSA,2010,24535450778.767178
CMCSA,2011,31914663178.64604
CMCSA,2012,44334979652.17066
CMCSA,2013,61068844442.2508
CMCSA,2014,76495823143.2024
CMCSA,2015,86091597016.00328
CMCSA,2016,93978892121.7721
CMCSA,2017,115891752164.34755
CMCSA,2018,110069973197.37395
CMCSA,2019,132720529461.12753
CMCSA,2020,137884108470.47714
CMCSA,2021,179411950476.96133
CMCSA,2022,134691308657.40086
CMCSA,2023,142313175370.71698
MDT,2010,34597559248.11873
MDT,2011,33754845382.014797
MDT,2012,37313048876.1134
MDT,2013,49362647750.84309
MDT,2014,61729315597.19497
MDT,2015,75017822927.43008
MDT,2016,81901654687.96068
MDT,2017,84557422664.57529
MDT,2018,93393898916.79114
MDT,2019,106870369138.44655
MDT,2020,114030752252.73921
MDT,2021,137771856310.9875
MDT,2022,109083742911.43942
MDT,2023,97829771927.2374
COP,2010,31512093935.68443
COP,2011,42183130073.211685
COP,2012,45074737814.68875
COP,2013,54467250127.59896
COP,2014,64989262193.44513
COP,2015,53021779962.8803
COP,2016,40323763345.558685
COP,2017,46438542756.205055
COP,2018,65315507081.67262
COP,2019,61787933675.962425
COP,2020,43088573327.66863
COP,2021,63860384496.90141
COP,2022,116715090446.65488
COP,2023,130832677643.67337
DASH,2020,64222346971.026245
DASH,2021,69960150378.39928
DASH,2022,30738776667.679176
DASH,2023,29576840325.984947
SNPS,2010,4295216355.695573
SNPS,2011,4869234594.8179035
SNPS,2012,5685602725.741151
SNPS,2013,6668339568.160557
SNPS,2014,7376573464.519198
SNPS,2015,8837532556.90947
SNPS,2016,9754227315.032717
SNPS,2017,14096865719.568808
SNPS,2018,16616530960.534206
SNPS,2019,22804169146.546013
SNPS,2020,34380326786.514824
SNPS,2021,53230300432.586426
SNPS,2022,58568180604.07783
SNPS,2023,79591865591.53029
SNY,2010,44268351300.90574
SNY,2011,49522464609.96868
SNY,2012,57866417668.08332
SNY,2013,77354145399.15257
SNY,2014,80683279136.14766
SNY,2015,79202299492.78702
SNY,2016,67668111287.87633
SNY,2017,80610425485.64888
SNY,2018,76435364754.22357
SNY,2019,83514909339.05441
SNY,2020,97646365885.67706
SNY,2021,102990693205.85683
SNY,2022,102703901750.12248
SNY,2023,112960875127.56046
MSTR,2010,2223765428.3694735
MSTR,2011,3326723813.1733236
MSTR,2012,3207148793.381177
MSTR,2013,2706181622.223961
MSTR,2014,3631140112.736082
MSTR,2015,4787184782.423977
MSTR,2016,4669696375.22204
MSTR,2017,4345732230.489025
MSTR,2018,3508865179.209303
MSTR,2019,3732265910.8624606
MSTR,2020,4139708945.8893895
MSTR,2021,17320762553.092762
MSTR,2022,7748529594.276077
MSTR,2023,9237788683.000954
WELL,2010,15735867442.507347
WELL,2011,18623291332.993706
WELL,2012,22372596230.20801
WELL,2013,26343553286.98131
WELL,2014,27568263332.87303
WELL,2015,31702178359.1208
WELL,2016,32949650612.56054
WELL,2017,34866035418.00481
WELL,2018,32209951023.381435
WELL,2019,45071050139.46926
WELL,2020,34323676373.883865
WELL,2021,47095806450.85141
WELL,2022,49073109403.24525
WELL,2023,50879271719.82295
PANW,2012,6570681246.515001
PANW,2013,5549730902.209449
PANW,2014,9344747109.116327
PANW,2015,17976242820.614285
PANW,2016,15770074982.193962
PANW,2017,14971758876.512018
PANW,2018,21517629182.69184
PANW,2019,24662123196.361725
PANW,2020,26496383140.233944
PANW,2021,46094819951.898
PANW,2022,57606193540.36783
PANW,2023,73696210799.81445
ADI,2010,10782305613.646553
ADI,2011,13242136767.474401
ADI,2012,14434636306.634583
ADI,2013,17813720150.99171
ADI,2014,20226943773.406258
ADI,2015,24127662844.751633
ADI,2016,25083341595.403397
ADI,2017,34873981825.518845
ADI,2018,40028581701.22416
ADI,2019,48310778795.44068
ADI,2020,53210836949.6238
ADI,2021,76165255437.1672
ADI,2022,74443791143.69768
ADI,2023,87071693585.8418
NKE,2010,18326756145.5898
NKE,2011,21627413955.176895
NKE,2012,25517299225.464523
NKE,2013,33278084623.59451
NKE,2014,42059553121.25414
NKE,2015,58015822018.62976
NKE,2016,59791979839.76663
NKE,2017,59996259415.14676
NKE,2018,79547260553.2483
NKE,2019,95628760818.88109
NKE,2020,118622955285.48386
NKE,2021,169183352990.36774
NKE,2022,132078148773.46072
NKE,2023,128907369877.95428
ICE,2010,10858622843.168322
ICE,2011,11926212662.056099
ICE,2012,12887183419.624865
ICE,2013,17338785795.216434
ICE,2014,20172268399.48427
ICE,2015,23678696852.101658
ICE,2016,26668992976.83707
ICE,2017,32846845998.08065
ICE,2018,38901492561.07157
ICE,2019,45174287706.78253
ICE,2020,51594460115.313515
ICE,2021,65137777823.92696
ICE,2022,59765927295.47048
ICE,2023,61411769101.76505
CB,2010,15783403607.313883
CB,2011,19347484767.38869
CB,2012,22756931955.027477
CB,2013,28538687461.4679
CB,2014,33206673758.6395
CB,2015,35913744183.016426
CB,2016,41420456978.226265
CB,2017,48866185597.00792
CB,2018,47451158939.415306
CB,2019,52459474382.83867
CB,2020,48079668486.847
CB,2021,64662416844.80541
CB,2022,76805155084.1684
CB,2023,80064478732.79625
MO,2010,14797577775.08175
MO,2011,18891865342.612843
MO,2012,24319943548.8089
MO,2013,28150269823.594894
MO,2014,35163572576.99989
MO,2015,46927243832.762115
MO,2016,57849868274.04911
MO,2017,65432875765.60636
MO,2018,58814290421.47343
MO,2019,50838863636.321
MO,2020,46234346196.00225
MO,2021,57041887825.08214
MO,2022,62392794426.777176
MO,2023,62609991629.67253
CRWD,2019,16485943324.496655
CRWD,2020,25601833371.969955
CRWD,2021,57929048190.29793
CRWD,2022,42812296252.92094
CRWD,2023,38680911794.76953
CEG,2022,21140574902.196976
CEG,2023,29640568342.477962
SO,2010,20094312777.682125
SO,2011,24260728196.265423
SO,2012,28400391674.80892
SO,2013,28574053879.784008
SO,2014,30445129233.576725
SO,2015,32321106183.191715
SO,2016,37747814501.466606
SO,2017,39130083835.53664
SO,2018,37328875194.672386
SO,2019,48418145008.22466
SO,2020,52601627012.437546
SO,2021,59577319439.09175
SO,2022,69769666914.37949
SO,2023,70849468967.0989
BBVA,2010,31556807958.09303
BBVA,2011,27720260867.47708
BBVA,2012,22297035133.019527
BBVA,2013,31412107784.54672
BBVA,2014,38719434107.33552
BBVA,2015,31576920915.833244
BBVA,2016,22752918645.656727
BBVA,2017,30582588120.096165
BBVA,2018,27648881025.810406
BBVA,2019,22267780948.276905
BBVA,2020,15899569336.91249
BBVA,2021,26506494256.848465
BBVA,2022,24627094295.11881
BBVA,2023,38594084131.841705
SBUX,2010,11326635522.44997
SBUX,2011,16647324789.603165
SBUX,2012,22866630323.102337
SBUX,2013,30530929710.20864
SBUX,2014,34672656218.9176
SBUX,2015,49594323135.632095
SBUX,2016,53370889732.231064
SBUX,2017,54921293906.88918
SBUX,2018,56320303956.85997
SBUX,2019,81501718477.36316
SBUX,2020,84549044651.25645
SBUX,2021,116375551812.30287
SBUX,2022,92852522023.8685
SBUX,2023,109163523384.54256
RIO,2010,28259629298.26836
RIO,2011,32138937084.610424
RIO,2012,26810374073.549328
RIO,2013,26712817028.3875
RIO,2014,29656537984.41813
RIO,2015,23490691116.914787
RIO,2016,19573711929.56746
RIO,2017,29142683051.592133
RIO,2018,36342048332.621605
RIO,2019,42652212309.82253
RIO,2020,47861194476.83837
RIO,2021,70338041843.5119
RIO,2022,68277963206.87064
RIO,2023,73795429116.15501
ENB,2010,26325156473.496304
ENB,2011,34997847068.98834
ENB,2012,44559620326.14801
ENB,2013,50636741297.12397
ENB,2014,55923238504.69555
ENB,2015,54360094079.59938
ENB,2016,51177188218.45798
ENB,2017,53909621441.70675
ENB,2018,46772923147.54083
ENB,2019,52628134458.39144
ENB,2020,50282825556.210495
ENB,2021,64276192155.05391
ENB,2022,75181492633.43692
ENB,2023,69626890115.96768
CME,2010,11529612555.59855
CME,2011,11067490709.922148
CME,2012,11163868637.216532
CME,2013,15082219582.679743
CME,2014,17650657878.454273
CME,2015,22611110915.202156
CME,2016,25537846854.25508
CME,2017,33979417191.263805
CME,2018,47050915821.07679
CME,2019,55436214556.446846
CME,2020,52580435031.09625
CME,2021,63042755516.11712
CME,2022,63982699197.2161
CME,2023,63993701940.16484
LMT,2010,11096313243.248425
LMT,2011,11773712109.679466
LMT,2012,14145049754.301136
LMT,2013,18881434821.468895
LMT,2014,29285333389.906445
LMT,2015,36216908547.4745
LMT,2016,43780146738.61287
LMT,2017,54359145709.87628
LMT,2018,62311315415.94137
LMT,2019,69135607097.72348
LMT,2020,77389290251.93477
LMT,2021,75155522209.0784
LMT,2022,93032402378.60837
LMT,2023,100525825921.26187
PLD,2010,15460801114.276772
PLD,2011,19134885421.71316
PLD,2012,21200983867.65619
PLD,2013,25306679730.59098
PLD,2014,27139217735.87627
PLD,2015,28692954152.59881
PLD,2016,34397296456.06838
PLD,2017,43465215217.959816
PLD,2018,49202694091.4341
PLD,2019,62321091488.4256
PLD,2020,76504925791.25679
PLD,2021,103388071824.08365
PLD,2022,110876308980.30391
PLD,2023,104588495678.44153
SMFG,2010,37700990689.96014
SMFG,2011,37206131767.6106
SMFG,2012,38964290597.447395
SMFG,2013,55629204646.86172
SMFG,2014,50944780612.25718
SMFG,2015,49601140888.79691
SMFG,2016,39883708080.51936
SMFG,2017,47254446043.4027
SMFG,2018,49803869419.583084
