Ticker,Date,DebtToEquity
SAP,2015-01-01,0.9025
SAP,2016-01-01,0.78
SAP,2017-01-01,0.7225
SAP,2018-01-01,0.75
SAP,2019-01-01,1.0225
SAP,2020-01-01,1.0275
SAP,2021-01-01,0.81
SAP,2022-01-01,0.735
SAP,2023-01-01,0.625
SAP,2024-01-01,0.665
SAP,2025-01-01,0.645
BAC,2010-01-01,9.0975
BAC,2011-01-01,8.73
BAC,2012-01-01,8.2375
BAC,2013-01-01,8.14
BAC,2014-01-01,7.9875
BAC,2015-01-01,7.4725
BAC,2016-01-01,7.215
BAC,2017-01-01,7.405
BAC,2018-01-01,7.8025
BAC,2019-01-01,7.99
BAC,2020-01-01,9.182500000000001
BAC,2021-01-01,10.2075
BAC,2022-01-01,10.57
BAC,2023-01-01,10.075
BAC,2024-01-01,10.1225
BAC,2025-01-01,10.41
CVX,2010-01-01,0.735
CVX,2011-01-01,0.72
CVX,2012-01-01,0.6875
CVX,2013-01-01,0.69
CVX,2014-01-01,0.695
CVX,2015-01-01,0.7175
CVX,2016-01-01,0.7575000000000001
CVX,2017-01-01,0.7275
CVX,2018-01-01,0.665
CVX,2019-01-01,0.64
CVX,2020-01-01,0.6975
CVX,2021-01-01,0.775
CVX,2022-01-01,0.65
CVX,2023-01-01,0.5974999999999999
CVX,2024-01-01,0.645
CVX,2025-01-01,0.71
KO,2010-01-01,1.0025
KO,2011-01-01,1.385
KO,2012-01-01,1.58
KO,2013-01-01,1.72
KO,2014-01-01,1.855
KO,2015-01-01,2.3575
KO,2016-01-01,2.62
KO,2017-01-01,3.2
KO,2018-01-01,3.36
KO,2019-01-01,3.3025
KO,2020-01-01,3.64
KO,2021-01-01,2.825
KO,2022-01-01,2.6574999999999998
KO,2023-01-01,2.5675
KO,2024-01-01,2.7075
KO,2025-01-01,2.565
GE,2010-01-01,5.21
GE,2011-01-01,4.84
GE,2012-01-01,4.5525
GE,2013-01-01,4.0649999999999995
GE,2014-01-01,3.675
GE,2015-01-01,4.0525
GE,2016-01-01,3.74
GE,2017-01-01,3.5875
GE,2018-01-01,4.5575
GE,2019-01-01,6.279999999999999
GE,2020-01-01,6.1525
GE,2021-01-01,5.154999999999999
GE,2022-01-01,4.215
GE,2023-01-01,4.34
GE,2024-01-01,5.1825
GE,2025-01-01,5.43
AMD,2010-01-01,5.385
AMD,2011-01-01,2.16
AMD,2012-01-01,4.3375
AMD,2013-01-01,8.4825
AMD,2014-01-01,10.185
AMD,2015-01-01,39.1425
AMD,2016-01-01,-0.14749999999999952
AMD,2017-01-01,6.2525
AMD,2018-01-01,3.3475
AMD,2019-01-01,1.4949999999999999
AMD,2020-01-01,0.8200000000000001
AMD,2021-01-01,0.5700000000000001
AMD,2022-01-01,0.225
AMD,2023-01-01,0.23
AMD,2024-01-01,0.20750000000000002
AMD,2025-01-01,0.245
CSCO,2010-01-01,0.8175
CSCO,2011-01-01,0.8200000000000001
CSCO,2012-01-01,0.7825
CSCO,2013-01-01,0.7175
CSCO,2014-01-01,0.8175
CSCO,2015-01-01,0.8475
CSCO,2016-01-01,0.9125
CSCO,2017-01-01,0.965
CSCO,2018-01-01,1.4725
CSCO,2019-01-01,1.6875
CSCO,2020-01-01,1.525
CSCO,2021-01-01,1.3475000000000001
CSCO,2022-01-01,1.34
CSCO,2023-01-01,1.2775
CSCO,2024-01-01,1.585
CSCO,2025-01-01,1.6400000000000001
ASML,2010-01-01,1.2825
ASML,2011-01-01,1.125
ASML,2012-01-01,0.8049999999999999
ASML,2013-01-01,0.6825
ASML,2014-01-01,0.6425000000000001
ASML,2015-01-01,0.59
ASML,2016-01-01,0.675
ASML,2017-01-01,0.7
ASML,2018-01-01,0.7224999999999999
ASML,2019-01-01,0.74
ASML,2020-01-01,0.8975
ASML,2021-01-01,1.4125
ASML,2022-01-01,2.96
ASML,2023-01-01,2.2925
ASML,2024-01-01,1.705
ASML,2025-01-01,1.5750000000000002
TMUS,2010-01-01,2.1875
TMUS,2011-01-01,2.2800000000000002
TMUS,2012-01-01,2.7175000000000002
TMUS,2013-01-01,2.7125
TMUS,2014-01-01,2.625
TMUS,2015-01-01,2.635
TMUS,2016-01-01,2.645
TMUS,2017-01-01,2.3725
TMUS,2018-01-01,1.9849999999999999
TMUS,2019-01-01,2.1075
TMUS,2020-01-01,2.005
TMUS,2021-01-01,2.0075
TMUS,2022-01-01,2.0175
TMUS,2023-01-01,2.1925
TMUS,2024-01-01,2.325
TMUS,2025-01-01,2.495
BABA,2010-01-01,0.57
BABA,2011-01-01,0.33
BABA,2012-01-01,0.37
BABA,2013-01-01,2.3200000000000003
BABA,2014-01-01,1.0733333333333335
BABA,2015-01-01,0.5225
BABA,2016-01-01,0.5575
BABA,2017-01-01,0.6025
BABA,2018-01-01,0.66
BABA,2019-01-01,0.585
BABA,2020-01-01,0.4975
BABA,2021-01-01,0.57
BABA,2022-01-01,0.59
BABA,2023-01-01,0.5775
BABA,2024-01-01,0.6775
BABA,2025-01-01,0.67
PM,2010-01-01,6.6475
PM,2011-01-01,23.1925
PM,2012-01-01,3.8100000000000023
PM,2013-01-01,-7.885
PM,2014-01-01,-5.225
PM,2015-01-01,-3.7675
PM,2016-01-01,-4.3075
PM,2017-01-01,-4.9475
PM,2018-01-01,-4.9475
PM,2019-01-01,-5.2425
PM,2020-01-01,-4.825
PM,2021-01-01,-5.6075
PM,2022-01-01,-7.5
PM,2023-01-01,-8.9125
PM,2024-01-01,-8.71
PM,2025-01-01,-8.065
WFC,2010-01-01,9.0125
WFC,2011-01-01,8.2475
WFC,2012-01-01,7.945
WFC,2013-01-01,7.83
WFC,2014-01-01,7.91
WFC,2015-01-01,8.105
WFC,2016-01-01,8.4475
WFC,2017-01-01,8.4375
WFC,2018-01-01,8.355
WFC,2019-01-01,8.8425
WFC,2020-01-01,9.705
WFC,2021-01-01,9.24
WFC,2022-01-01,9.4975
WFC,2023-01-01,9.3475
WFC,2024-01-01,9.6675
WFC,2025-01-01,9.745000000000001
TM,2010-01-01,1.7475
TM,2011-01-01,1.7075
TM,2012-01-01,1.72
TM,2013-01-01,1.7425
TM,2014-01-01,1.7075
TM,2015-01-01,1.6724999999999999
TM,2016-01-01,1.5750000000000002
TM,2017-01-01,1.6025
TM,2018-01-01,1.5925
TM,2019-01-01,1.57
TM,2020-01-01,1.5725
TM,2021-01-01,1.475
TM,2022-01-01,1.53
TM,2023-01-01,1.54
TM,2024-01-01,1.5633333333333335
IBM,2010-01-01,3.83
IBM,2011-01-01,4.13
IBM,2012-01-01,4.6775
IBM,2013-01-01,4.984999999999999
IBM,2014-01-01,7.1125
IBM,2015-01-01,7.2524999999999995
IBM,2016-01-01,6.1125
IBM,2017-01-01,5.525
IBM,2018-01-01,5.6975
IBM,2019-01-01,7.025
IBM,2020-01-01,6.4575000000000005
IBM,2021-01-01,5.74
IBM,2022-01-01,5.3875
IBM,2023-01-01,4.92
IBM,2024-01-01,4.48
IBM,2025-01-01,4.395
CRM,2010-01-01,1.2275
CRM,2011-01-01,1.415
CRM,2012-01-01,1.375
CRM,2013-01-01,1.6625
CRM,2014-01-01,1.7449999999999999
CRM,2015-01-01,1.4525
CRM,2016-01-01,1.3275000000000001
CRM,2017-01-01,1.135
CRM,2018-01-01,0.9800000000000001
CRM,2019-01-01,0.8574999999999999
CRM,2020-01-01,0.5375
CRM,2021-01-01,0.5625
CRM,2022-01-01,0.585
CRM,2023-01-01,0.62
CRM,2024-01-01,0.61
CRM,2025-01-01,0.655
ABT,2010-01-01,1.635
ABT,2011-01-01,1.4275
ABT,2012-01-01,1.45
ABT,2013-01-01,0.8375
ABT,2014-01-01,0.8175
ABT,2015-01-01,0.9425
ABT,2016-01-01,1.0625
ABT,2017-01-01,1.295
ABT,2018-01-01,1.2425
ABT,2019-01-01,1.1575
ABT,2020-01-01,1.205
ABT,2021-01-01,1.13
ABT,2022-01-01,1.0375
ABT,2023-01-01,0.935
ABT,2024-01-01,0.8175
ABT,2025-01-01,0.655
AZN,2010-01-01,1.4925
AZN,2011-01-01,1.2725
AZN,2012-01-01,1.3125
AZN,2013-01-01,1.3375
AZN,2014-01-01,1.7875
AZN,2015-01-01,2.14
AZN,2016-01-01,3.0125
AZN,2017-01-01,3.0875
AZN,2018-01-01,3.375
AZN,2019-01-01,3.4275
AZN,2020-01-01,3.5125
AZN,2021-01-01,2.6375
AZN,2022-01-01,1.6825
AZN,2023-01-01,1.61
AZN,2024-01-01,1.6225
AZN,2025-01-01,1.545
MS,2010-01-01,12.43
MS,2011-01-01,10.7
MS,2012-01-01,10.2975
MS,2013-01-01,11.1325
MS,2014-01-01,10.3525
MS,2015-01-01,9.7775
MS,2016-01-01,9.4925
MS,2017-01-01,9.6425
MS,2018-01-01,9.745000000000001
MS,2019-01-01,9.775
MS,2020-01-01,9.8525
MS,2021-01-01,9.942499999999999
MS,2022-01-01,10.5475
MS,2023-01-01,10.7175
MS,2024-01-01,10.9375
MS,2025-01-01,11.225000000000001
NVS,2010-01-01,0.7825
NVS,2011-01-01,0.8625
NVS,2012-01-01,0.8300000000000001
NVS,2013-01-01,0.7424999999999999
NVS,2014-01-01,0.7725
NVS,2015-01-01,0.7324999999999999
NVS,2016-01-01,0.795
NVS,2017-01-01,0.88
NVS,2018-01-01,0.8574999999999999
NVS,2019-01-01,1.38
NVS,2020-01-01,1.3399999999999999
NVS,2021-01-01,1.1925
NVS,2022-01-01,0.9775
NVS,2023-01-01,1.345
NVS,2024-01-01,1.35
NVS,2025-01-01,1.54
UNH,2010-01-01,1.4449999999999998
UNH,2011-01-01,1.455
UNH,2012-01-01,1.495
UNH,2013-01-01,1.5725
UNH,2014-01-01,1.62
UNH,2015-01-01,2.0375
UNH,2016-01-01,2.2925
UNH,2017-01-01,1.9825
UNH,2018-01-01,1.9575
UNH,2019-01-01,1.96
UNH,2020-01-01,1.935
UNH,2021-01-01,1.905
UNH,2022-01-01,2.015
UNH,2023-01-01,2.1425
UNH,2024-01-01,2.035
UNH,2025-01-01,2.07
LIN,2010-01-01,1.48
LIN,2011-01-01,1.565
LIN,2012-01-01,1.7850000000000001
LIN,2013-01-01,2.0225
LIN,2014-01-01,2.0075
LIN,2015-01-01,2.7275
LIN,2016-01-01,2.5599999999999996
LIN,2017-01-01,2.165
LIN,2018-01-01,1.66
LIN,2019-01-01,0.65
LIN,2020-01-01,0.79
LIN,2021-01-01,0.805
LIN,2022-01-01,0.9025000000000001
LIN,2023-01-01,0.94
LIN,2024-01-01,1.0225
LIN,2025-01-01,1.125
MCD,2010-01-01,1.1925
MCD,2011-01-01,1.2825
MCD,2012-01-01,1.35
MCD,2013-01-01,1.2850000000000001
MCD,2014-01-01,1.4725
MCD,2015-01-01,2.8625
MCD,2016-01-01,5.6175
MCD,2017-01-01,-13.9775
MCD,2018-01-01,-6.7475000000000005
MCD,2019-01-01,-7.25
MCD,2020-01-01,-6.8575
MCD,2021-01-01,-10.25
MCD,2022-01-01,-9.002500000000001
MCD,2023-01-01,-11.44
MCD,2024-01-01,-12.9
MCD,2025-01-01,-8.655
HSBC,2010-01-01,7.68
HSBC,2011-01-01,15.0125
HSBC,2012-01-01,14.1275
HSBC,2013-01-01,13.41
HSBC,2014-01-01,12.715
HSBC,2015-01-01,8.655
HSBC,2016-01-01,12.0525
HSBC,2017-01-01,11.850000000000001
HSBC,2018-01-01,12.25
HSBC,2019-01-01,12.665
HSBC,2020-01-01,13.74
HSBC,2021-01-01,13.3
HSBC,2022-01-01,14.425
HSBC,2023-01-01,14.525
HSBC,2024-01-01,14.4825
HSBC,2025-01-01,14.75
NVO,2010-01-01,0.67
NVO,2011-01-01,0.71
NVO,2012-01-01,0.8325
NVO,2013-01-01,0.765
NVO,2014-01-01,0.8525
NVO,2015-01-01,1.105
NVO,2016-01-01,1.1375
NVO,2017-01-01,1.1275
NVO,2018-01-01,1.1275
NVO,2019-01-01,1.2725
NVO,2020-01-01,1.3075
NVO,2021-01-01,1.5525
NVO,2022-01-01,1.9899999999999998
NVO,2023-01-01,2.1025
NVO,2024-01-01,2.2125
NVO,2025-01-01,2.53
INTU,2010-01-01,0.9375
INTU,2011-01-01,1.0225
INTU,2012-01-01,0.8475
INTU,2013-01-01,0.7075
INTU,2014-01-01,0.8125
INTU,2015-01-01,1.5725
INTU,2016-01-01,3.6525
INTU,2017-01-01,2.7199999999999998
INTU,2018-01-01,1.5675
INTU,2019-01-01,0.7475
INTU,2020-01-01,0.8575
INTU,2021-01-01,0.5825
INTU,2022-01-01,0.6875
INTU,2023-01-01,0.6625
INTU,2024-01-01,0.7525
INTU,2025-01-01,0.7949999999999999
SHEL,2010-01-01,1.1424999999999998
SHEL,2011-01-01,1.09
SHEL,2012-01-01,0.9924999999999999
SHEL,2013-01-01,0.9624999999999999
SHEL,2014-01-01,1.005
SHEL,2015-01-01,1.0550000000000002
SHEL,2016-01-01,1.1675
SHEL,2017-01-01,1.09
SHEL,2018-01-01,1.0150000000000001
SHEL,2019-01-01,1.08
SHEL,2020-01-01,1.3125
SHEL,2021-01-01,1.3475000000000001
SHEL,2022-01-01,1.32
SHEL,2023-01-01,1.165
SHEL,2024-01-01,1.12
SHEL,2025-01-01,1.15
RTX,2010-01-01,1.7325
RTX,2011-01-01,1.6400000000000001
RTX,2012-01-01,2.1475
RTX,2013-01-01,2.0225
RTX,2014-01-01,1.6800000000000002
RTX,2015-01-01,1.9625
RTX,2016-01-01,1.9725
RTX,2017-01-01,2.09
RTX,2018-01-01,2.19
RTX,2019-01-01,2.23
RTX,2020-01-01,1.5475
RTX,2021-01-01,1.1775
RTX,2022-01-01,1.1775
RTX,2023-01-01,1.3199999999999998
RTX,2024-01-01,1.6225
RTX,2025-01-01,1.6
GS,2010-01-01,10.955
GS,2011-01-01,12.122499999999999
GS,2012-01-01,11.8925
GS,2013-01-01,10.9925
GS,2014-01-01,9.7525
GS,2015-01-01,8.9875
GS,2016-01-01,9.12
GS,2017-01-01,9.67
GS,2018-01-01,10.05
GS,2019-01-01,9.65
GS,2020-01-01,11.205
GS,2021-01-01,12.4625
GS,2022-01-01,12.18
GS,2023-01-01,12.5175
GS,2024-01-01,13.0425
GS,2025-01-01,13.305
BX,2010-01-01,1.3900000000000001
BX,2011-01-01,1.6524999999999999
BX,2012-01-01,1.92
BX,2013-01-01,1.685
BX,2014-01-01,1.2275
BX,2015-01-01,0.915
BX,2016-01-01,0.99
BX,2017-01-01,1.3625
BX,2018-01-01,1.1
BX,2019-01-01,1.1875
BX,2020-01-01,1.0825
BX,2021-01-01,0.8375
BX,2022-01-01,1.1475
BX,2023-01-01,1.39
BX,2024-01-01,1.29
BX,2025-01-01,1.385
AXP,2010-01-01,8.7
AXP,2011-01-01,7.1850000000000005
AXP,2012-01-01,6.82
AXP,2013-01-01,6.9475
AXP,2014-01-01,6.6075
AXP,2015-01-01,6.325
AXP,2016-01-01,6.605
AXP,2017-01-01,7.38
AXP,2018-01-01,7.824999999999999
AXP,2019-01-01,7.6175
AXP,2020-01-01,7.6775
AXP,2021-01-01,6.815
AXP,2022-01-01,7.952500000000001
AXP,2023-01-01,8.18
AXP,2024-01-01,8.1675
AXP,2025-01-01,8.100000000000001
DIS,2010-01-01,0.76
DIS,2011-01-01,0.7975
DIS,2012-01-01,0.8325
DIS,2013-01-01,0.7625
DIS,2014-01-01,0.755
DIS,2015-01-01,0.7825
DIS,2016-01-01,0.915
DIS,2017-01-01,1.04
DIS,2018-01-01,0.9225
DIS,2019-01-01,1.1025
DIS,2020-01-01,1.2575
DIS,2021-01-01,1.2
DIS,2022-01-01,1.085
DIS,2023-01-01,0.97
DIS,2024-01-01,0.8674999999999999
DIS,2025-01-01,0.765
MRK,2010-01-01,0.8525
MRK,2011-01-01,0.8474999999999999
MRK,2012-01-01,0.8525
MRK,2013-01-01,1.0474999999999999
MRK,2014-01-01,1.0825
MRK,2015-01-01,1.2375
MRK,2016-01-01,1.27
MRK,2017-01-01,1.4175
MRK,2018-01-01,1.705
MRK,2019-01-01,2.09
MRK,2020-01-01,2.295
MRK,2021-01-01,1.8625
MRK,2022-01-01,1.465
MRK,2023-01-01,1.6025
MRK,2024-01-01,1.5925
MRK,2025-01-01,1.39
T,2010-01-01,1.4925
T,2011-01-01,1.44
T,2012-01-01,1.6775
T,2013-01-01,2.1125
T,2014-01-01,2.1675
T,2015-01-01,2.4475
T,2016-01-01,2.24
T,2017-01-01,2.3225
T,2018-01-01,1.8925
T,2019-01-01,1.795
T,2020-01-01,1.8275000000000001
T,2021-01-01,2.01
T,2022-01-01,2.2675
T,2023-01-01,2.535
T,2024-01-01,2.36
T,2025-01-01,2.33
PEP,2010-01-01,2.17
PEP,2011-01-01,2.2075
PEP,2012-01-01,2.38
PEP,2013-01-01,2.3325
PEP,2014-01-01,2.5725000000000002
PEP,2015-01-01,3.9225000000000003
PEP,2016-01-01,5.12
PEP,2017-01-01,5.4125
PEP,2018-01-01,5.890000000000001
PEP,2019-01-01,4.34
PEP,2020-01-01,5.7524999999999995
PEP,2021-01-01,5.01
PEP,2022-01-01,4.085
PEP,2023-01-01,4.365
PEP,2024-01-01,4.2225
PEP,2025-01-01,4.585
SHOP,2012-01-01,0.0
SHOP,2013-01-01,0.12
SHOP,2014-01-01,0.1025
SHOP,2015-01-01,0.2825
SHOP,2016-01-01,0.2475
SHOP,2017-01-01,0.1375
SHOP,2018-01-01,0.0875
SHOP,2019-01-01,0.14
SHOP,2020-01-01,0.165
SHOP,2021-01-01,0.1875
SHOP,2022-01-01,0.26
SHOP,2023-01-01,0.27749999999999997
SHOP,2024-01-01,0.22999999999999998
SHOP,2025-01-01,0.21
CAT,2010-01-01,5.2475
CAT,2011-01-01,4.6175
CAT,2012-01-01,4.3149999999999995
CAT,2013-01-01,3.665
CAT,2014-01-01,3.46
CAT,2015-01-01,3.96
CAT,2016-01-01,4.15
CAT,2017-01-01,4.465
CAT,2018-01-01,4.225
CAT,2019-01-01,4.2425
CAT,2020-01-01,4.275
CAT,2021-01-01,3.8874999999999997
CAT,2022-01-01,4.075
CAT,2023-01-01,3.5
CAT,2024-01-01,3.64
CAT,2025-01-01,3.77
UBER,2016-01-01,0.0
UBER,2017-01-01,-2.8
UBER,2018-01-01,-1.0625
UBER,2019-01-01,-0.1875
UBER,2020-01-01,1.705
UBER,2021-01-01,1.5725
UBER,2022-01-01,3.015
UBER,2023-01-01,2.58
UBER,2024-01-01,1.9525000000000001
UBER,2025-01-01,1.355
RY,2010-01-01,15.9425
RY,2011-01-01,16.1675
RY,2012-01-01,17.4675
RY,2013-01-01,16.585
RY,2014-01-01,16.325
RY,2015-01-01,16.745
RY,2016-01-01,15.93
RY,2017-01-01,15.33
RY,2018-01-01,15.8675
RY,2019-01-01,15.985
RY,2020-01-01,17.869999999999997
RY,2021-01-01,16.695
RY,2022-01-01,16.58
RY,2023-01-01,16.45
RY,2024-01-01,15.85
RY,2025-01-01,15.68
NOW,2010-01-01,-0.78
NOW,2011-01-01,3.3875
NOW,2012-01-01,2.2175000000000002
NOW,2013-01-01,1.2375
NOW,2014-01-01,2.1624999999999996
NOW,2015-01-01,2.2675
NOW,2016-01-01,4.4375
NOW,2017-01-01,4.3175
NOW,2018-01-01,2.795
NOW,2019-01-01,2.3725
NOW,2020-01-01,1.8325
NOW,2021-01-01,1.83
NOW,2022-01-01,1.625
NOW,2023-01-01,1.2425
NOW,2024-01-01,1.09
NOW,2025-01-01,1.045
VZ,2010-01-01,1.6275
VZ,2011-01-01,1.5825
VZ,2012-01-01,1.5375
VZ,2013-01-01,1.77
VZ,2014-01-01,13.905000000000001
VZ,2015-01-01,16.740000000000002
VZ,2016-01-01,10.1025
VZ,2017-01-01,7.5024999999999995
VZ,2018-01-01,3.8875
VZ,2019-01-01,3.7975000000000003
VZ,2020-01-01,3.5949999999999998
VZ,2021-01-01,3.58
VZ,2022-01-01,3.2175000000000002
VZ,2023-01-01,2.9699999999999998
VZ,2024-01-01,2.8975
VZ,2025-01-01,2.7
BKNG,2010-01-01,0.68
BKNG,2011-01-01,0.6525
BKNG,2012-01-01,0.8125
BKNG,2013-01-01,0.6375
BKNG,2014-01-01,0.61
BKNG,2015-01-01,0.9675
BKNG,2016-01-01,1.0525
BKNG,2017-01-01,1.0775000000000001
BKNG,2018-01-01,1.45
BKNG,2019-01-01,2.6225
BKNG,2020-01-01,3.7175000000000002
BKNG,2021-01-01,3.4975
BKNG,2022-01-01,5.592499999999999
BKNG,2023-01-01,-17.59
BKNG,2024-01-01,-8.0175
BKNG,2025-01-01,-5.53
GEV,2021-01-01,0.0
GEV,2022-01-01,2.83
GEV,2023-01-01,1.125
GEV,2024-01-01,3.82
GEV,2025-01-01,4.335
HDB,2010-01-01,8.6825
HDB,2011-01-01,9.45
HDB,2012-01-01,9.6375
HDB,2013-01-01,9.195
HDB,2014-01-01,8.85
HDB,2019-01-01,7.05
HDB,2020-01-01,7.545
HDB,2021-01-01,7.34
HDB,2022-01-01,7.51
HDB,2023-01-01,7.6675
HDB,2024-01-01,6.5675
HDB,2025-01-01,5.75
ANET,2011-01-01,0.0
ANET,2012-01-01,10.64
ANET,2013-01-01,0.9225
ANET,2014-01-01,1.0350000000000001
ANET,2015-01-01,0.46749999999999997
ANET,2016-01-01,0.485
ANET,2017-01-01,0.54
ANET,2018-01-01,0.48250000000000004
ANET,2019-01-01,0.39
ANET,2020-01-01,0.4325
ANET,2021-01-01,0.42
ANET,2022-01-01,0.43
ANET,2023-01-01,0.3975
ANET,2024-01-01,0.38
ANET,2025-01-01,0.475
SCHW,2010-01-01,13.2875
SCHW,2011-01-01,13.1575
SCHW,2012-01-01,12.0025
SCHW,2013-01-01,12.8525
SCHW,2014-01-01,12.0275
SCHW,2015-01-01,12.24
SCHW,2016-01-01,12.375
SCHW,2017-01-01,11.9775
SCHW,2018-01-01,12.32
SCHW,2019-01-01,12.1575
SCHW,2020-01-01,11.5725
SCHW,2021-01-01,9.645
SCHW,2022-01-01,13.785
SCHW,2023-01-01,12.28
SCHW,2024-01-01,9.2675
SCHW,2025-01-01,4.175
BLK,2010-01-01,5.7
BLK,2011-01-01,6.0725
BLK,2012-01-01,6.5175
BLK,2013-01-01,6.9375
BLK,2014-01-01,7.4025
BLK,2015-01-01,7.27
BLK,2016-01-01,6.7425
BLK,2017-01-01,6.3725000000000005
BLK,2018-01-01,4.785
BLK,2019-01-01,4.109999999999999
BLK,2020-01-01,3.7975
BLK,2021-01-01,3.61
BLK,2022-01-01,2.3525
BLK,2023-01-01,2.1475
BLK,2024-01-01,2.085
BLK,2025-01-01,0.97
BA,2010-01-01,18.775
BA,2011-01-01,15.63
BA,2012-01-01,12.8275
BA,2013-01-01,9.1625
BA,2014-01-01,6.425
BA,2015-01-01,13.27
BA,2016-01-01,75.1975
BA,2017-01-01,168.52249999999998
BA,2018-01-01,48.125
BA,2019-01-01,109.4225
BA,2020-01-01,-13.995000000000001
BA,2021-01-01,-10.2675
BA,2022-01-01,-9.625
BA,2023-01-01,-9.372499999999999
BA,2024-01-01,-16.4075
BA,2025-01-01,-48.065
TMO,2010-01-01,0.395
TMO,2011-01-01,0.66
TMO,2012-01-01,0.77
TMO,2013-01-01,0.78
TMO,2014-01-01,1.145
TMO,2015-01-01,1.0
TMO,2016-01-01,1.0975
TMO,2017-01-01,1.175
TMO,2018-01-01,1.09
TMO,2019-01-01,0.9824999999999999
TMO,2020-01-01,1.0325
TMO,2021-01-01,0.9875
TMO,2022-01-01,1.1724999999999999
TMO,2023-01-01,1.16
TMO,2024-01-01,1.055
TMO,2025-01-01,1.01
SPGI,2010-01-01,2.17
SPGI,2011-01-01,2.3025
SPGI,2012-01-01,4.115
SPGI,2013-01-01,4.23
SPGI,2014-01-01,5.2125
SPGI,2015-01-01,14.4775
SPGI,2016-01-01,18.865000000000002
SPGI,2017-01-01,9.125
SPGI,2018-01-01,39.76
SPGI,2019-01-01,21.3575
SPGI,2020-01-01,7.1175
SPGI,2021-01-01,8.065
SPGI,2022-01-01,0.66
SPGI,2023-01-01,0.725
SPGI,2024-01-01,0.77
SPGI,2025-01-01,0.795
TXN,2010-01-01,0.265
TXN,2011-01-01,0.65
TXN,2012-01-01,0.7975
TXN,2013-01-01,0.76
TXN,2014-01-01,0.715
TXN,2015-01-01,0.67
TXN,2016-01-01,0.5825
TXN,2017-01-01,0.5725
TXN,2018-01-01,0.7675000000000001
TXN,2019-01-01,1.03
TXN,2020-01-01,1.205
TXN,2021-01-01,0.8875
TXN,2022-01-01,0.805
TXN,2023-01-01,0.9175
TXN,2024-01-01,1.06
TXN,2025-01-01,1.095
ISRG,2010-01-01,0.1625
ISRG,2011-01-01,0.1575
ISRG,2012-01-01,0.135
ISRG,2013-01-01,0.1275
ISRG,2014-01-01,0.1775
ISRG,2015-01-01,0.14500000000000002
ISRG,2016-01-01,0.1175
ISRG,2017-01-01,0.17
ISRG,2018-01-01,0.1675
ISRG,2019-01-01,0.17250000000000001
ISRG,2020-01-01,0.14750000000000002
ISRG,2021-01-01,0.13
ISRG,2022-01-01,0.14500000000000002
ISRG,2023-01-01,0.16
ISRG,2024-01-01,0.13
ISRG,2025-01-01,0.12
C,2010-01-01,11.2225
C,2011-01-01,9.855
C,2012-01-01,9.22
C,2013-01-01,8.41
C,2014-01-01,7.8675
C,2015-01-01,7.165
C,2016-01-01,6.8549999999999995
C,2017-01-01,7.355
C,2018-01-01,8.615
C,2019-01-01,9.065
C,2020-01-01,10.469999999999999
C,2021-01-01,10.4725
C,2022-01-01,10.9825
C,2023-01-01,10.57
C,2024-01-01,10.5125
C,2025-01-01,11.155000000000001
MUFG,2010-01-01,19.2075
MUFG,2011-01-01,17.7825
MUFG,2012-01-01,18.947499999999998
MUFG,2013-01-01,16.23
MUFG,2014-01-01,16.56
MUFG,2015-01-01,15.69
MUFG,2016-01-01,16.44
MUFG,2017-01-01,17.19
MUFG,2018-01-01,16.54
MUFG,2019-01-01,16.71
MUFG,2020-01-01,19.23
MUFG,2021-01-01,18.78
MUFG,2022-01-01,20.94
MUFG,2023-01-01,19.2
MUFG,2024-01-01,18.085
MUFG,2025-01-01,17.87
PDD,2017-01-01,-14.42
PDD,2018-01-01,-7.6425
PDD,2019-01-01,1.435
PDD,2020-01-01,2.1825
PDD,2021-01-01,1.435
PDD,2022-01-01,1.0675
PDD,2023-01-01,0.8975
PDD,2024-01-01,0.6799999999999999
PDD,2025-01-01,0.61
QCOM,2010-01-01,0.4275
QCOM,2011-01-01,0.33999999999999997
QCOM,2012-01-01,0.2875
QCOM,2013-01-01,0.2575
QCOM,2014-01-01,0.2475
QCOM,2015-01-01,0.5275
QCOM,2016-01-01,0.67
QCOM,2017-01-01,1.1675
QCOM,2018-01-01,12.8475
QCOM,2019-01-01,6.275
QCOM,2020-01-01,6.8025
QCOM,2021-01-01,3.42
QCOM,2022-01-01,1.9075
QCOM,2023-01-01,1.365
QCOM,2024-01-01,1.12
QCOM,2025-01-01,1.01
SONY,2010-01-01,2.9875
SONY,2011-01-01,3.545
SONY,2012-01-01,4.5
SONY,2013-01-01,4.3475
SONY,2014-01-01,4.43
SONY,2015-01-01,4.23
SONY,2016-01-01,4.535
SONY,2017-01-01,4.5075
SONY,2018-01-01,4.0175
SONY,2019-01-01,3.7175
SONY,2020-01-01,3.8049999999999997
SONY,2021-01-01,3.205
SONY,2022-01-01,3.435
SONY,2023-01-01,3.5324999999999998
SONY,2024-01-01,3.29
SONY,2025-01-01,3.15
AMGN,2010-01-01,0.8
AMGN,2011-01-01,1.0125
AMGN,2012-01-01,1.7425000000000002
AMGN,2013-01-01,1.7075
AMGN,2014-01-01,1.82
AMGN,2015-01-01,1.5750000000000002
AMGN,2016-01-01,1.5675000000000001
AMGN,2017-01-01,1.6775
AMGN,2018-01-01,3.775
