Ticker,StockPrice_x,NetEPS,PE,Year,StockPrice_y,BookValuePerShare,PB,DividendYield,MarketCap,ROE,NetIncome,ROA,TotalAssets,Volume,DebtToEquity
CME,132.87,,13.895,2018,132.87,,1.92,0.0001303688196672,47050915821.07679,16.8525,,5.18,,1715057.768924303,2.015
CME,153.64,,27.8525,2019,153.64,,2.0775,0.0001368441850248,55436214556.446846,7.592499999999999,,2.665,,1478748.4126984128,1.81
CME,140.5325,,22.4575,2020,140.5325,,1.8875,0.0001548127958571,52580435031.09625,8.469999999999999,,2.1275,,1913155.7312252964,3.7375
CME,177.7025,,29.1675,2021,177.7025,,2.36,0.0001456366075407,63042755516.11712,8.29,,1.425,,1389513.492063492,5.6875
CME,172.6325,,22.6425,2022,172.6325,,2.235,0.0002097449132544,63982699197.2161,9.8925,,1.4449999999999998,,1706466.1354581674,5.6325
CME,181.6075,,21.7975,2023,181.6075,,2.3725,0.0002046102494246,63993701940.16484,10.855,,1.8925,,1598015.6,4.2025
CME,208.805,,22.5375,2024,208.805,,2.745,,,12.1425,,2.5325,,,3.8475
CME,273.55,,26.816666666666663,2025,273.55,,3.573333333333333,,,13.35,,2.5,,,5.165
COF,32.2725,,7.8575,2010,32.2725,,0.5775,2.5530579294857327e-05,20415647055.263103,8.115,,1.0925,,6111105.158730159,6.7625
COF,36.71,,5.1525,2011,36.71,,0.585,2.145146330081261e-05,24123291539.975437,11.8825,,1.6475,,5371835.714285715,5.99
COF,44.775,,7.265000000000001,2012,44.775,,0.6725,1.879520387483679e-05,27737176557.83256,9.1825,,1.225,,4762300.8,6.82
COF,52.795,,8.0275,2013,52.795,,0.74,7.165748232464314e-05,32714442424.887836,9.3675,,1.27,,3836819.047619048,6.1425
COF,66.0675,,9.0025,2014,66.0675,,0.845,7.614979498285824e-05,41162989604.78939,9.8825,,1.43,,2995915.476190476,5.815
COF,64.745,,8.945,2015,64.745,,0.7475,8.940001502748982e-05,42514894422.01572,8.8375,,1.31,,2882845.238095238,5.7525
COF,62.2725,,8.9475,2016,62.2725,,0.645,0.0001103377800372,38803717579.72672,7.685,,1.1,,3619572.222222222,6.16
COF,76.94,,14.4075,2017,76.94,,0.76,8.617946166415056e-05,47780847572.99589,6.11,,0.8425,,2566490.8366533862,6.2775
COF,79.32249999999999,,12.255,2018,79.32249999999999,,0.7525,7.736853617413989e-05,53420464013.33348,7.295,,0.9975,,2534814.342629482,6.2625
COF,82.655,,7.225,2019,82.655,,0.6825,7.977238779947616e-05,51467020720.87022,10.1375,,1.46,,2267471.4285714286,5.73
COF,65.0925,,14.975,2020,65.0925,,0.5125,5.680830553322226e-05,44198799904.34566,2.4375,,0.35,,3821588.14229249,6.18
COF,136.87,,6.029999999999999,2021,136.87,,0.9525,7.219114345022193e-05,87201241859.28778,17.3275,,2.5125,,3047253.571428572,5.82
COF,99.545,,4.625,2022,99.545,,0.72,8.37590771633444e-05,71296863244.08739,15.57,,2.0625,,2804498.0079681277,7.335
COF,105.16,,8.0725,2023,105.16,,0.725,9.457323597248511e-05,64894073117.31183,9.455,,1.0975,,2865358.4,7.555
COF,152.07999999999998,,13.4,2024,152.07999999999998,,0.97,,,7.545,,0.91,,,7.1
COF,199.59333333333333,,76.80666666666666,2025,193.01,,1.165,,,3.525,,0.4399999999999999,,,5.855
COIN,,,,2019,,,,,,,,,,,1.25
COIN,,,,2020,,,,,,,,,,,0.71
COIN,,,,2021,244.38333333333333,,9.72,0.0,57189311520.02407,70.83,,20.15,,5842785.24590164,2.44
COIN,84.19,,5.06,2022,84.19,,3.095,0.0,22119074636.75076,-0.884999999999998,,2.805,,11363292.031872507,13.3925
COIN,97.03,,161.0375,2023,97.03,,3.8675,0.0,16868973976.325676,-18.5775,,-0.905,,14375936.8,17.080000000000002
COIN,228.455,,37.34,2024,228.455,,6.4725,,,22.5975,,0.8425,,,27.22
COIN,241.635,,45.25,2025,241.635,,5.875,,,15.52,,0.94,,,1.08
COP,25.925,,4.3375,2010,25.925,,0.5800000000000001,0.0002673329055945,31512093935.68443,14.1325,,5.9775,,13361262.845238095,1.305
COP,34.635,,4.2025,2011,34.635,,0.695,0.0002325087619513,42183130073.211685,17.1375,,7.5375,,12600951.400793651,1.2975
COP,37.25,,4.6625,2012,37.25,,0.8925,0.0002801242915636,45074737814.68875,17.735,,7.435,,9350993.308,1.43
COP,44.3825,,6.8125,2013,44.3825,,1.08,0.0002477707901395,54467250127.59896,16.4,,6.885,,5892009.920634921,1.3375
COP,53.345,,7.755000000000001,2014,53.345,,1.205,0.0002161052072917,64989262193.44513,16.2075,,7.24,,6213914.682539683,1.2
COP,40.2475,,7.895,2015,40.2475,,1.085,0.000264990987387,53021779962.8803,0.7525000000000002,,0.4075,,8372673.80952381,1.3375
COP,33.995,,0.0,2016,33.995,,1.135,0.0001337228324742,40323763345.558685,-14.9275,,-6.0175,,10028234.92063492,1.5525
COP,38.9375,,0.0,2017,38.9375,,1.4775,0.0001144491022779,46438542756.205055,-6.4675,,-2.5675,,7024841.832669322,1.4625
COP,53.682500000000005,,9.0675,2018,53.682500000000005,,1.965,8.924861789952232e-05,65315507081.67262,12.9625,,5.725,,6633652.19123506,1.2225
COP,50.845,,7.85,2019,50.845,,1.6525,0.0001090615932267,61787933675.962425,22.6225,,10.5625,,6504154.365079365,1.085
COP,30.6425,,6.324999999999999,2020,30.6425,,1.065,0.0001893537746514,43088573327.66863,1.2825000000000002,,0.6325,,9552385.37549407,1.0550000000000002
COP,55.4675,,18.465,2021,55.4675,,1.66,0.0001551306737372,63860384496.90141,8.73,,4.43,,9083425.0,0.9625
COP,93.3925,,7.547499999999999,2022,93.3925,,2.3925,0.0002107222870149,116715090446.65488,34.265,,17.785,,7818650.199203188,0.915
COP,104.3875,,10.4375,2023,104.3875,,2.5875,0.0001528326994336,130832677643.67336,26.37,,13.7175,,5791421.6,0.9275
COP,108.6425,,12.77,2024,108.6425,,2.45,,,20.2575,,10.475,,,0.925
COP,98.365,,12.5,2025,98.365,,1.905,,,16.62,,8.68,,,0.91
COST,43.5975,,15.39,2010,43.5975,,1.7175,7.345596125216972e-05,19261922467.26693,11.835,,5.385,,3836305.952380952,1.1925
COST,58.2475,,17.9325,2011,58.2475,,2.045,6.355856511783155e-05,25308971895.93848,11.995,,5.5375,,2546804.761904762,1.1625
COST,68.7075,,18.2425,2012,68.7075,,2.325,0.0004251502108388,30092240090.729908,12.97,,5.9825,,2347915.6,1.18
COST,89.0925,,19.405,2013,89.0925,,3.59,5.275340118052762e-05,39373816133.02084,17.6775,,6.885,,1808811.507936508,1.8075
COST,99.6925,,21.6275,2014,99.6925,,3.585,5.622499701522928e-05,43304411597.79688,17.35,,6.345,,2084253.9682539685,1.7025
COST,124.02,,23.57,2015,124.02,,5.050000000000001,0.0002090710300656,54818747079.24088,20.535,,6.91,,2144562.698412698,2.1425
COST,129.625,,24.28,2016,129.625,,4.7875,5.338542860445074e-05,58030234914.26432,20.6025,,6.9725,,2405456.3492063493,1.86
COST,154.505,,26.2975,2017,154.505,,6.0225,0.000234097531354,65337573478.38533,22.13,,7.26,,3086512.3505976098,2.2625
COST,192.79,,27.4825,2018,192.79,,6.6125,4.581160771033287e-05,83554392774.30888,25.825,,7.905,,2345097.609561753,2.19
COST,240.255,,29.3625,2019,240.255,,6.93,4.252640449612977e-05,106018266170.90756,25.4125,,8.29,,1971298.4126984128,2.0125
COST,305.93,,34.215,2020,305.93,,8.0025,0.0001440364406285,134851681415.42564,23.685,,7.8025,,2755082.6086956523,2.1950000000000003
COST,405.82,,37.1875,2021,405.82,,10.155,3.1470356686251006e-05,177535978692.0703,28.3825,,8.3775,,2240895.238095238,2.36
COST,490.5525,,38.1175,2022,490.5525,,10.5275,2.7453931150989176e-05,216789780035.10437,29.1425,,9.095,,2485948.605577689,2.1125
COST,516.175,,36.86,2023,516.175,,9.3675,0.0001221350171497,229301153589.71887,27.315,,9.295,,1864723.6,1.8325
COST,849.6225000000001,,52.135,2024,849.6225000000001,,16.595,,,31.11,,10.435,,,2.0700000000000003
COST,1020.6633333333332,,58.47,2025,1020.6633333333332,,17.033333333333335,,,31.54,,10.735,,,1.82
CRM,22.5625,,154.915,2010,22.5625,,9.915,0.0,22945754811.680504,7.657500000000001,,3.615,,10551955.555555556,1.2275
CRM,33.8025,,348.4375,2011,33.8025,,13.4175,0.0,31210837194.56385,2.9225,,1.2675,,11432300.0,1.415
CRM,33.635,,0.0,2012,33.635,,10.1725,0.0,33858952391.082767,-4.6575,,-1.96,,9383953.6,1.375
CRM,44.92,,0.0,2013,44.92,,10.165,0.0,43541158233.58203,-10.665,,-4.3725000000000005,,5826971.825396826,1.6625
CRM,57.1025,,0.0,2014,57.1025,,10.685,0.0,54259005031.52514,-9.8475,,-3.51,,5496052.380952381,1.745
CRM,69.4625,,0.0,2015,69.4625,,10.42,0.0,66959858644.213,-4.03,,-1.56,,4153068.253968254,1.4525
CRM,74.55250000000001,,127.485,2016,74.55250000000001,,8.715,0.0,70654480382.40463,1.565,,0.6725,,5755302.777777778,1.3275
CRM,88.81,,2715.5950000000003,2017,88.81,,7.7525,0.0,85538529392.68317,3.3375000000000004,,1.5025,,4409569.322709164,1.135
CRM,126.2175,,278.35,2018,126.2175,,7.645,0.0,125294516754.27196,6.93,,3.43,,5824572.908366534,0.98
CRM,155.7125,,127.465,2019,155.7125,,6.5625,0.0,146992164093.2598,6.325,,3.3075,,5646915.476190476,0.8574999999999999
CRM,191.17,,259.8,2020,191.17,,4.68,0.0,190359191613.60068,4.09,,2.6525,,7523496.442687747,0.5375
CRM,247.21,,89.78999999999999,2021,247.21,,4.8125,0.0,234427065976.58188,7.55,,4.9175,,6162379.761904762,0.5625
CRM,187.155,,309.1325,2022,187.155,,3.1525,0.0,167426125760.8725,1.4625,,0.925,,7677033.067729084,0.585
CRM,196.3275,,381.5975,2023,196.3275,,3.4325,0.0,193325387847.4121,2.0425,,1.265,,6465235.2,0.62
CRM,273.2525,,51.705,2024,273.2525,,4.475,,,9.01,,5.5875,,,0.61
CRM,283.2633333333333,,44.41666666666666,2025,283.2633333333333,,4.463333333333334,,,10.445,,6.460000000000001,,,0.655
CRWD,,,,2018,,,,,,,,,,,0.0
CRWD,,,,2019,69.49,,20.965,0.0,16485943324.496656,-298.02500000000003,,-55.0625,,3142357.4468085105,2.9575
CRWD,101.56666666666666,,0.0,2020,91.4475,,25.4475,0.0,25601833371.969955,-17.9175,,-9.405,,5642800.395256917,1.025
CRWD,239.93,,0.0,2021,239.93,,60.34,0.0,57929048190.29793,-18.9075,,-6.5125,,3724020.634920635,2.3475
CRWD,181.05,,0.0,2022,181.05,,36.0375,0.0,42812296252.92094,-18.4425,,-5.38,,4435796.015936255,2.4
CRWD,141.095,,0.0,2023,141.095,,18.8625,0.0,38680911794.76953,-7.8325,,-2.3725,,3946417.2,2.075
CRWD,278.4675,,570.6825,2024,278.4675,,25.3125,,,5.52,,2.0075000000000003,,,1.625
CRWD,417.54,,0.0,2025,417.54,,30.23333333333333,,,-3.01,,-1.185,,,1.56
CSCO,15.6,,12.88,2010,15.6,,2.0325,0.0,60142255183.628624,17.18,,9.5875,,59979900.0,0.8175
CSCO,12.035,,9.8425,2011,12.035,,1.4075,6.692704507796822e-05,45247396405.08379,15.0925,,8.335,,68310700.79365079,0.8200000000000001
CSCO,12.185,,8.692499999999999,2012,12.185,,1.275,0.0001578819612097,49242689051.05591,15.555,,8.6125,,41753722.8,0.7825
CSCO,15.4125,,8.5,2013,15.4125,,1.4275,0.0001287361536498,61648296413.42162,17.615000000000002,,10.13,,39114258.333333336,0.7175
CSCO,16.7925,,11.28,2014,16.7925,,1.53,0.0001740982446742,68124562973.29494,13.83,,7.827500000000001,,32836812.698412698,0.8175
CSCO,20.545,,11.81,2015,20.545,,1.77,0.0001648062366328,80565314647.12961,15.5975,,8.4925,,27094164.682539683,0.8475
CSCO,21.25,,10.285,2016,21.25,,1.7075,0.0001819860418956,86126600745.06487,17.13,,9.1,,24814713.492063493,0.9125
CSCO,25.49,,13.105,2017,25.49,,1.9475,0.0001799731858063,102614771274.0955,15.2075,,7.775,,20208953.78486056,0.965
CSCO,35.1025,,148.385,2018,35.1025,,3.555,0.0001482032236298,141388695885.09973,-0.3974999999999999,,-0.2324999999999999,,24713039.442231078,1.4725
CSCO,42.8075,,15.9125,2019,42.8075,,5.1,0.0001338878334752,166291106812.61334,30.4525,,11.885,,20525362.698412698,1.6875
CSCO,36.682500000000005,,14.4025,2020,36.682500000000005,,4.2225,0.0001541885622904,146181358526.47864,30.535,,11.675,,25028760.4743083,1.525
CSCO,45.76,,18.315,2021,45.76,,4.7175,0.0001301180859875,186689400138.85495,26.9375,,11.1275,,19287558.73015873,1.3475
CSCO,44.415,,15.805,2022,44.415,,4.59,0.0001360348703923,174690242853.65863,29.02,,12.46,,21285761.752988048,1.34
CSCO,47.0025,,15.855,2023,47.0025,,4.4125,0.0001293054149401,188942787531.73828,29.3075,,12.7175,,18573332.4,1.2775
CSCO,48.5625,,17.8725,2024,48.5625,,4.2675,,,25.01,,10.515,,,1.585
CSCO,62.373333333333335,,26.026666666666667,2025,62.373333333333335,,5.403333333333333,,,20.845,,7.74,,,1.64
CTAS,5.3225,,16.0275,2010,5.3225,,1.2925,0.0001790846665085,2206904005.1358275,8.3075,,5.26,,4888228.571428572,0.5974999999999999
CTAS,6.48,,14.8575,2011,6.48,,1.565,8.434434645068358e-05,2549653293.9885235,10.6625,,6.1775,,4944333.333333333,0.865
CTAS,8.415,,14.655,2012,8.415,,1.98,7.193494338417245e-05,3391266476.32909,13.8625,,7.092499999999999,,2930096.0,0.9625
CTAS,10.475,,16.5325,2013,10.475,,2.3425,6.519171602848198e-05,4176308163.4502273,14.6925,,7.42,,2072480.9523809524,0.985
CTAS,14.4825,,18.2275,2014,14.4825,,3.0625,0.0001067398283327,5702526361.399225,17.6375,,8.7875,,2426180.9523809524,1.035
CTAS,19.5175,,19.3575,2015,19.5175,,4.475,5.016118689989659e-05,7752424635.253127,23.817500000000003,,11.1575,,2542266.6666666665,1.1975
CTAS,23.4475,,16.2925,2016,23.4475,,5.0625,5.595167532081972e-05,9174662548.20586,34.095,,15.485,,2786226.984126984,1.1425
CTAS,30.9925,,25.69,2017,30.9925,,5.4575,4.77354893325295e-05,12258650813.67201,24.1625,,10.3575,,2210487.6494023902,1.5825
CTAS,44.010000000000005,,23.4475,2018,44.010000000000005,,6.085,4.7944196102987554e-05,17164092366.466156,29.585,,11.9975,,2303566.533864542,1.3325
CTAS,56.0575,,27.555,2019,56.0575,,7.5525,4.067770450733904e-05,22206556213.488373,28.7175,,11.9875,,2132792.0634920634,1.4675
CTAS,71.73,,33.31,2020,71.73,,8.657499999999999,4.264551637754676e-05,27558301077.41242,28.5225,,11.8525,,2491015.0197628457,1.3325
CTAS,90.225,,35.45,2021,90.225,,10.505,3.673990005315909e-05,36848795816.57733,30.255,,13.345,,1660542.857142857,1.2625
CTAS,100.035,,33.8775,2022,100.035,,12.2775,4.223690764999993e-05,39726045977.02457,36.78,,15.2525,,1889322.7091633463,1.49
CTAS,121.1275,,36.8375,2023,121.1275,,12.635,4.154771541880629e-05,48185381420.713486,37.2925,,16.0125,,1487115.2,1.2225
CTAS,187.25,,48.0575,2024,187.25,,17.9775,,,38.6525,,17.855,,,1.17
CTAS,219.00666666666663,,49.99666666666667,2025,219.00666666666663,,18.97,,,41.115,,19.06,,,1.0950000000000002
CVNA,,,,2014,,,,,,,,,,,0.0
CVNA,,,,2015,,,,,,,,,,,-49.23
CVNA,,,,2016,,,,,,327.59,,-113.1,,,-0.975
CVNA,,,,2017,18.09,,9.296666666666669,0.0,1919483253.7274444,840.9025,,-34.9625,,790502.3391812865,0.0349999999999999
CVNA,39.0825,,0.0,2018,39.0825,,19.58,0.0,4272092552.162004,-15.815,,-5.61,,1141551.7928286854,2.4875
CVNA,69.675,,0.0,2019,69.675,,46.06,0.0,7687167641.386062,-34.4575,,-6.8175,,1638286.507936508,6.157500000000001
CVNA,159.4725,,0.0,2020,159.4725,,186.2025,0.0,16951712617.12057,-41.325,,-7.255,,2335034.387351779,43.6175
CVNA,274.3875,,0.0,2021,274.3875,,70.0575,0.0,33800105537.868984,-15.4175,,-3.1100000000000003,,1409696.825396825,7.045
CVNA,41.727500000000006,,0.0,2022,41.727500000000006,,102.7925,0.0,7014033781.658321,-763.83,,-10.36,,11697225.099601593,42.875
CVNA,32.6575,,24.51,2023,32.6575,,-18.48,0.0,3025180315.559286,161.64,,-7.005000000000001,,19394023.2,-17.3275
CVNA,148.525,,4405.6075,2024,148.525,,82.9625,,,-110.455,,5.4925,,,16.957500000000003
CVNA,301.2633333333333,,109.90333333333332,2025,301.2633333333333,,31.91,,,42.715,,5.795,,,3.715
CVS,22.88,,9.002500000000001,2010,22.88,,0.855,6.132369041270362e-05,28562525954.04948,9.9125,,5.7975,,10686116.26984127,0.6925
CVS,25.6675,,10.24,2011,25.6675,,0.8975,7.971973927978694e-05,31974601200.973957,9.055,,5.3725,,10020045.23809524,0.7025
CVS,33.515,,11.75,2012,33.515,,1.1225,8.231787937001304e-05,41015218290.25695,9.8425,,5.69,,7162994.0,0.7475
CVS,43.4825,,12.4625,2013,43.4825,,1.3675000000000002,8.577654220390936e-05,53672990208.00056,11.34,,6.4925,,5361786.904761905,0.77
CVS,59.8675,,15.13,2014,59.8675,,1.815,7.940732520011173e-05,72958586249.68268,12.36,,6.595,,4659891.26984127,0.9225
CVS,74.85000000000001,,17.377499999999998,2015,74.85000000000001,,2.2475,7.238384124013582e-05,95888136777.53424,13.22,,6.3925,,4849062.698412699,1.245
CVS,69.4175,,15.0375,2016,69.4175,,2.07,9.399680633148255e-05,89145954180.3059,14.0625,,5.5600000000000005,,5832835.714285715,1.6075
CVS,60.475,,11.675,2017,60.475,,1.7525,0.0001319410315804,76064990071.75514,15.7075,,5.915,,7029502.390438248,1.6575
CVS,53.83,,11.37,2018,53.83,,1.4125,0.0001424134092846,71400233666.4323,8.38,,2.7925,,8475327.888446216,2.545
CVS,50.4875,,10.005,2019,50.4875,,1.0525,0.0001633739766716,63713034417.445946,6.4125,,1.815,,9540236.904761905,2.545
CVS,53.165,,9.16,2020,53.165,,1.02,0.0001460986141079,68885965089.00835,11.615,,3.355,,8713649.011857707,2.4125
CVS,75.57,,13.265,2021,75.57,,1.35,0.0001144642183891,91497671976.08136,10.535,,3.2575000000000003,,6166458.333333333,2.1525
CVS,85.1925,,22.84,2022,85.1925,,1.5275,0.0001007654262457,112347912904.83566,8.1425,,2.605,,5730609.960159362,2.1575
CVS,66.9675,,17.725,2023,66.9675,,1.1625,0.0001388219307936,86114061769.50856,8.235,,2.485,,8638435.2,2.35
CVS,58.5125,,12.5475,2024,58.5125,,0.98,,,8.0525,,2.4075,,,2.3575
CVS,66.05333333333333,,21.08333333333333,2025,64.96000000000001,,1.065,,,6.449999999999999,,1.93,,,2.325
CVX,43.61,,5.359999999999999,2010,,,,0.0002650432976687,87296993936.65433,17.0,,9.7025,,10324613.492063493,0.735
CVX,58.3075,,4.865,2011,,,,0.0002171936052266,116419859671.9756,21.86,,12.64,,9127567.857142856,0.72
CVX,64.37,,4.9175,2012,,,,0.0002274895468444,128207605450.7896,20.5125,,12.1025,,6491130.0,0.6875
CVX,73.53,,6.05,2013,,,,0.0002126956660683,148109996051.76407,16.9075,,10.0275,,5738768.650793651,0.69
CVX,75.6375,,7.245,2014,,,,0.0002223177092375,153540527794.1448,13.1325,,7.752499999999999,,6529386.111111111,0.695
CVX,60.56,,13.2075,2015,,,,0.0002670532617693,127482549714.25508,6.835,,4.0075,,9252181.746031746,0.7175
CVX,72.1975,,23.3325,2016,,,,0.0002530264661154,138644493262.93994,-0.245,,-0.1374999999999999,,8054686.904761905,0.7575000000000001
CVX,81.11,,29.16,2017,,,,0.000220320946575,160967198629.29178,4.135,,2.3775,,5589161.354581674,0.7275
CVX,87.36,,13.2775,2018,,,,0.0002026625797012,180296406078.91653,8.455,,5.01,,6682325.498007968,0.665
CVX,93.7825,,25.23,2019,,,,0.0002062706322149,186578633338.35175,7.1850000000000005,,4.3775,,6320622.619047619,0.64
CVX,64.37,,6.995,2020,,,,0.0002694000543673,144027441074.3634,-3.9425,,-2.3675,,11200872.727272728,0.6975
CVX,91.5225,,19.2275,2021,,,,0.0002414646436317,180027754363.94687,3.9375,,2.1875,,10482366.26984127,0.775
CVX,140.44,,9.5425,2022,,,,0.0001597774500539,286659174358.1302,20.0875,,11.9125,,11478780.478087649,0.65
CVX,147.225,,10.27,2023,,,,0.0001682759382838,298924313426.91736,17.59,,10.955,,8647762.0,0.5974999999999999
CVX,145.745,,14.69,2024,,,,,,11.405,,7.04,,,0.645
CVX,159.22,,18.195,2025,,,,,,10.09,,6.06,,,0.71
DASH,,,,2018,,,,,,,,,,,0.0
DASH,,,,2019,,,,,,,,,,,-2.6
DASH,,,,2020,142.75,,9.67,0.0,64222346971.026245,-41.19,,-30.47,,5751675.0,0.0875
DASH,177.44,,0.0,2021,166.085,,12.145,0.0,69960150378.39928,-13.316666666666668,,-9.93,,3215252.777777778,0.365
DASH,69.9075,,0.0,2022,69.9075,,4.465,0.0,30738776667.679176,-15.0875,,-10.7375,,5747733.067729084,0.415
DASH,79.58500000000001,,0.0,2023,79.58500000000001,,4.795,0.0,29576840325.984947,-15.82,,-10.8375,,4018170.8,0.525
DASH,139.245,,155.325,2024,139.245,,7.789999999999999,,,-3.2325,,-2.04,,,0.64
DASH,226.88,,294.65,2025,226.88,,11.455,,,4.39,,2.68,,,0.62
DE,47.31,,16.9825,2010,47.31,,3.4525,9.569835664488412e-05,13112171010.12352,21.6675,,2.9925,,4470728.968253968,6.28
DE,65.11,,11.255,2011,65.11,,3.825,0.0001045388584067,16945803678.950983,37.2325,,5.645,,4906011.111111111,5.525
DE,64.2375,,8.855,2012,64.2375,,3.575,0.0001158267004536,17064528533.191689,41.78,,5.975,,3708360.0,6.375
DE,69.19,,8.1975,2013,69.19,,3.13,0.0001181856783752,18538029534.13656,42.7775,,5.9425,,3141742.4603174604,5.75
DE,71.2475,,7.945,2014,71.2475,,2.515,0.000127455718126,19376918519.715137,33.8975,,5.6850000000000005,,3174405.9523809524,4.95
DE,72.85249999999999,,10.72,2015,72.85249999999999,,3.11,0.0001361830284979,19543148313.135338,27.495,,4.02,,3117220.238095238,6.6425
DE,70.535,,14.0225,2016,70.535,,3.2125,0.000126977332251,19645649755.62066,23.0525,,2.8175,,3268936.111111111,7.365
DE,106.06,,18.7275,2017,106.06,,4.175,8.558287833688935e-05,29292597977.61008,24.6425,,3.1125,,2352964.940239044,6.5125
DE,130.85750000000002,,23.3675,2018,130.85750000000002,,4.1225000000000005,8.240827745853386e-05,36499254881.9051,19.8975,,2.88,,2619352.19123506,5.7
DE,153.4875,,14.945,2019,153.4875,,4.1375,7.907401861713063e-05,40235305101.712425,29.26,,4.68,,1973528.9682539685,5.165
DE,165.035,,18.3525,2020,165.035,,4.1525,7.012125182546287e-05,47268815480.11535,23.9725,,3.8925,,1749330.0395256917,5.0825
DE,322.87,,21.5175,2021,322.87,,6.3775,4.6155396822413566e-05,89930019831.75592,33.815,,6.245,,1714979.761904762,4.07
DE,357.6425,,17.8825,2022,357.6425,,5.715,5.1390771229728735e-05,97320558758.03735,34.5,,7.492500000000001,,1756238.247011952,3.48
DE,387.03,,12.51,2023,387.03,,5.07,5.504309662272367e-05,104179467079.54456,44.085,,9.94,,1615016.0,3.4875
DE,384.2325,,12.735,2024,384.2325,,4.63,,,38.7225,,8.375,,,3.6575
DE,480.7133333333333,,22.616666666666664,2025,480.7133333333333,,5.503333333333334,,,25.85,,5.595000000000001,,,3.485
DELL,,,,2014,,,,,,,,,,,0.0
DELL,,,,2015,,,,,,,,,,,3.9
DELL,,,,2016,12.67,,0.5,0.0,4362608879.195021,-94.0225,,-3.435,,9301641.494736845,23.1425
DELL,18.97,,0.0,2017,17.877499999999998,,0.8200000000000001,0.0,6090028098.093931,-15.51,,-2.1875,,5012865.418326694,5.9025
DELL,21.0525,,0.0,2018,21.0525,,1.025,0.0,7660425230.252514,-14.2225,,-1.9325,,7817633.06374502,6.72
DELL,26.4075,,3.8975,2019,26.4075,,-4.9875,0.0,8623894427.754719,96.295,,0.635,,4940338.777777778,-30.3525
DELL,24.6525,,6.4175,2020,24.6525,,4.4975,0.0,8759748168.92384,116.475,,2.895,,5318226.984189724,29.355
DELL,44.03,,8.06,2021,44.03,,3.4275,0.0,15443087257.123655,58.9075,,3.6175,,4889695.297619048,12.105
DELL,43.52,,8.6675,2022,43.52,,-14.445,0.0001019050589849,14590286739.321028,100.455,,4.3375,,3826568.12749004,-39.435
DELL,49.0775,,16.36,2023,49.0775,,-12.8525,0.0001222038945002,17759763802.599087,-77.085,,2.5875,,4475755.2,-31.695
DELL,109.0725,,21.36,2024,109.0725,,-31.4325,,,-155.28,,4.7525,,,-34.7375
DELL,109.28000000000002,,17.473333333333333,2025,109.28000000000002,,-24.03,,,-197.995,,5.585,,,-44.115
DHR,16.62,,7.717499999999999,2010,16.62,,0.8525,1.2805450514376755e-05,11639731949.942389,12.2175,,7.314999999999999,,5670757.134920635,0.6475
DHR,19.58,,6.465,2011,19.58,,0.825,1.23863641210326e-05,14204252855.43316,14.0675,,8.27,,5840164.492063492,0.77
DHR,22.1725,,6.7125,2012,22.1725,,0.83,1.2306316710453428e-05,15464440863.44106,13.2225,,7.6025,,4662217.988,0.7
DHR,27.5675,,7.66,2013,27.5675,,0.9125,9.711153361824932e-06,19198782164.542747,12.785,,7.77,,3977524.5793650793,0.5975
DHR,32.09,,8.6875,2014,32.09,,0.9575,3.298063079237431e-05,22626583769.63737,11.5675,,7.5425,,4327414.265873016,0.5225
DHR,35.7125,,8.68,2015,35.7125,,1.0425,4.0430551202538464e-05,25864929347.94208,12.5825,,7.637499999999999,,4989674.861111111,0.81
DHR,53.46,,13.19,2016,53.46,,1.555,0.0014630946260922,37840506725.84625,12.5725,,6.395,,3969327.337301587,0.94
DHR,74.4825,,22.3275,2017,74.4825,,2.07,2.6571318081805385e-05,52502060250.41436,9.69,,5.1625,,2932050.812749004,0.835
DHR,87.83,,23.4175,2018,87.83,,2.23,2.60133768362639e-05,62178741949.07892,9.9275,,5.6475,,2813735.780876494,0.73
DHR,123.88,,34.942499999999995,2019,123.88,,2.77,1.956498461440131e-05,82564787666.74231,8.4,,4.8725000000000005,,5310585.051587301,0.8
DHR,163.53,,34.4375,2020,163.53,,3.16,1.623667411169589e-05,115339340132.21815,10.1425,,5.0825,,3168342.8932806323,1.0075
DHR,245.6325,,32.2425,2021,245.6325,,4.0675,1.2404704240346848e-05,171488830457.90057,13.445,,7.15,,2740855.5753968256,0.86
DHR,234.11,,26.2075,2022,234.11,,3.575,1.5111646358080075e-05,168954682839.92465,14.2825,,7.96,,2978253.848605578,0.74
DHR,219.8025,,27.99,2023,219.8025,,3.095,1.8137913600914504e-05,155039633341.1456,11.7725,,7.04,,3194454.016,0.635
DHR,250.5875,,45.595,2024,250.5875,,3.5675,,,7.8725,,4.9575,,,0.5675
DHR,200.23333333333332,,41.333333333333336,2025,200.23333333333332,,2.763333333333333,,,7.08,,4.525,,,0.56
DIS,29.4375,,14.315,2010,29.4375,,1.4325,4.9881920474374814e-05,52635718262.4998,10.48,,5.9075,,11964263.095238095,0.76
DIS,32.5675,,13.3975,2011,32.5675,,1.4875,7.68939829197058e-05,59207146457.83673,11.715,,6.61,,11821111.507936507,0.7975
DIS,42.9575,,14.295,2012,42.9575,,1.8575,6.838577783265731e-05,73605246730.71547,13.4975,,7.3575,,8927604.8,0.8325
